map_acc	map_name	map_start	map_stop	feature_acc	feature_name	feature_aliases	feature_start	feature_stop	feature_type_acc	is_landmark
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_h2_61c11b	h2_61c11b		58.9	58.9	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_MTIC38	MTIC38	AW692172	39.5	39.5	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_h2_31p22d	h2_31p22d		47.8	47.8	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_DK340R	DK340R	A636,pA636	3.7	3.7	CAPS	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_h2_65l2a	h2_65l2a		61.9	61.9	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_h2_103J7d	h2_103J7d	d_103j07	54.5	54.5	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_004E08	004E08		49.4	49.4	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_h2_84j21a	h2_84j21a		49.4	49.4	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_003F11	003F11	003F11_M,a_015e07,h2_15e7a,mtgsp_003f11	46.1	46.1	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_h2_19b12a	h2_19b12a		48.6	48.6	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_h2_15i15a	h2_15i15a	a_015i15	58.9	58.9	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_TUP	TUP		49.4	49.4	CAPS	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_h2_136k22a	h2_136k22a		43.9	43.9	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_MTIC64	MTIC64		65.6	65.6	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_h2_150l20a	h2_150l20a		58.9	58.9	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_h2_23c16d	h2_23c16d	d_023c16	1.5	1.5	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_h2_7a7a	h2_7a7a		1.5	1.5	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_BE325390	BE325390		56	56	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_h2_146o17c	h2_146o17c		-0.9	-0.9	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_h2_58i9b	h2_58i9b		58.9	58.9	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_004A10	004A10	004A10_F,mtgsp_004a10	22.2	22.2	CAPS	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_EST763	EST763	EST_763	35	35	CAPS	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_004F07	004F07	004F07_F,mt014m10,mt_14m10,mtgsp_004f07	61.9	61.9	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_h2_49g13b	h2_49g13b		59.6	59.6	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_DK377R	DK377R	A487,pA487	60.4	60.4	CAPS	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_15J11L	15J11L	R-15J11L,R_15J11L	0	0	CAPS	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_004B09	004B09	004B09_2,mt024n22,mtgsp_004b09,mth2-24n22	50.9	50.9	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_h2_9j13g	h2_9j13g		43.9	43.9	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_h2_103l24a	h2_103l24a		53.1	53.1	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_h2_57e16a	h2_57e16a		55.2	55.2	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_AW256557	AW256557		63.4	63.4	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_002G10	002G10	002G10_F,mt033j22,mt_33j22,mtgsp_002g10,mtgsp_002g10(2)	58.9	58.9	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_h2_69d21a	h2_69d21a		53.8	53.8	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_h2_11a6a	h2_11a6a	a_011A06	39.4	39.4	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_001B03b	001B03b	001B03b_H,mtgsp_001b03b	11.3	11.3	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_006D03	006D03	006D03_M,a_006g07,c_006g07,h2_6g7c,mtgsp_006d03	50.9	50.9	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_h2_182a12a	h2_182a12a		50.9	50.9	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_001e11	001e11	001E11_3,mt034o22,mtgsp_001e11,mth2-34o22	4.4	4.4	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_h2_164n9a	h2_164n9a		0.7	0.7	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_h2_35h1b	h2_35h1b		47.7	47.7	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_001H03	001H03	001H03_H	51.6	51.6	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_h2_116k17a	h2_116k17a		19.2	19.2	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_002C01	002C01	002C01_3,mt007b03,mtgsp_002c01,mth2-7b3	54.5	54.5	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_h2_8o7a	h2_8o7a		1.5	1.5	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_h2_30h19b	h2_30h19b	b_030h19	17.1	17.1	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_001F10	001F10	001F10_2,mt032m22,mtgsp_001f10,mth2-32m22	22.1	22.1	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_003F08	003F08	003F08_M,a_010p04,h2_10p4a,mtgsp_003f08	43.9	43.9	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_003C11	003C11	003C11_M,d_015n01,h2_15n1d,mtgsp_003c11	49.4	49.4	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_h2_65h3b	h2_65h3b		59.6	59.6	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_h2_49j14f	h2_49j14f		50.9	50.9	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_005e08	005e08	005E08_4,mt007e24,mtgsp_005e08,mth2-7e24	39.4	39.4	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_003B04	003B04		47.1	47.1	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_H2_12N15_fr1	H2_12N15_fr1		2.2	2.2	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_001C05	001C05	001C05_2,mt011l03,mtgsp_001c05,mth2-11l3	19.2	19.2	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_DK140L	DK140L		1.5	1.5	CAPS	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_005C11	005C11	005C11_3,mt005m21,mtgsp_005c11,mth2-5m21	54.5	54.5	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_006B08	006B08	006B08_M,a_006a23,h2_6a23a,mtgsp_006b08	1.9	1.9	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_h2_14p23b	h2_14p23b	b_014p23	2.2	2.2	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_h2_49a9a	h2_49a9a	a_049a09	32.4	32.4	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_h2_6m16a	h2_6m16a		19.2	19.2	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_h2_31a11e	h2_31a11e		41	41	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_MDH2	MDH2		19.2	19.2	CAPS	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_h2_103p8a	h2_103p8a		50.1	50.1	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_h2_13c11a	h2_13c11a		58.9	58.9	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_h2_84g4a	h2_84g4a		-3.3	-3.3	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_h2_14p19a	h2_14p19a	a_014p19	55.2	55.2	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_CDC2	CDC2		48	48	SNP	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_DSI	DSI		51.6	51.6	CAPS	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_h2_151k24c	h2_151k24c		3.7	3.7	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_ppPF	ppPF		11.3	11.3	CAPS	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_h2_135j6c	h2_135j6c		43.9	43.9	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_AW696663	AW696663		30	30	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_004D03	004D03	004D03_F,mtgsp_004d03,mtgsp_004d03(2)	19.2	19.2	CAPS	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_h2_8n3a	h2_8n3a	006E09	53.9	53.9	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_004F06	004F06	004F06_F,mt004f06,mt_004f06,mtgsp_004f06	62.8	62.8	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_h2_17f11c	h2_17f11c	c_017f11	28.7	28.7	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_h2_150m9b	h2_150m9b		19.2	19.2	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_CysPr2	CysPr2		2.2	2.2	CAPS	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_h2_41m18a	h2_41m18a		49.4	49.4	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_h2_18n7a	h2_18n7a		52.4	52.4	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_005H11	005H11	005H11_2,mt022d18,mtgsp_005h11,mth2-22d18	22.1	22.1	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_h2_35e10c	h2_35e10c		46.1	46.1	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_h2_26o22c	h2_26o22c	005D06	42	42	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_002G04	002G04	002G04_F,mt013l02,mt_13l02,mtgsp_002g04,mtgsp_002g04(2)	56	56	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_h2_15b16b	h2_15b16b	b_015b16	2.2	2.2	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_h2_5g18a	h2_5g18a	a_005g18	60.4	60.4	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_005G02	005G02		2.2	2.2	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_h2_42e19a	h2_42e19a		50.1	50.1	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_002C07	002C07	002C07_M,d_018l07,h2_18l7d,mtgsp_002c07	50.9	50.9	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_h2_23b18a	h2_23b18a	001H07	18.3	18.3	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_003C05	003C05	003C05_F,mt012g04,mt_12g04,mtgsp_003c05	49.4	49.4	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_002G02	002G02	002G02_3,mt018j05,mtgsp_002g02,mth2-18j5	58.2	58.2	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_KCoAT	KCoAT		23.6	23.6	CAPS	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_h2_24d6c	h2_24d6c		2.2	2.2	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_MTIC68	MTIC68		1.9	1.9	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_001F07	001F07		2.2	2.2	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_005e04	005e04	005E04_1,mt034l12,mtgsp_005e04,mth2-34l12	60.4	60.4	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_003c01	003c01	003C01_2,mt015j20,mtgsp_003c01,mth2-15j20	0	0	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_007e01	007e01		55.2	55.2	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_h2_46e9c	h2_46e9c		49.2	49.2	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_h2_165j9d	h2_165j9d		58.9	58.9	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_h2_57h18b	h2_57h18b		60.4	60.4	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_h2_95g14e	h2_95g14e	e_095g14	11.3	11.3	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_005A01	005A01	mt016m02,mtgsp_005a01,mth2-16m2	2.2	2.2	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_h2_124a3d	h2_124a3d		2.9	2.9	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_RL3	RL3		58.2	58.2	SNP	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_h2_11f1c	h2_11f1c	c_011f01	19.9	19.9	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_005G01	005G01	005G01_3,mt015o24,mtgsp_005g01,mth2-15o24	43.9	43.9	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_MTIC70	MTIC70		4.1	4.1	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_h2_22d18b	h2_22d18b		22.2	22.2	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_h2_81a23a	h2_81a23a		0	0	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_h2_7h21b	h2_7h21b	002F01	3.7	3.7	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_h2_145g3b	h2_145g3b		0	0	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_003D10	003D10	003D10_M,b_011e01,h2_11e1a,mtgsp_003d10	26.5	26.5	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_h2_57p22a	h2_57p22a		2.2	2.2	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_h2_22o12c	h2_22o12c		39.4	39.4	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_002F05	002F05	mt015e21,mtgsp_002f05,mth2-15e21	2.2	2.2	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_SCP	SCP		55.2	55.2	CAPS	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_h2_5e11f	h2_5e11f	005B11	11.3	11.3	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_DK369R	DK369R	A450,pA450	46.6	46.6	CAPS	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_h2_2p3a	h2_2p3a		61.8	61.8	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_h2_108o17a	h2_108o17a		-0.8	-0.8	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_h2_123b21a	h2_123b21a	a_123b21	6	6	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_h2_30o16e	h2_30o16e		55.2	55.2	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_h2_95k24c	h2_95k24c		50.9	50.9	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_DK368L	DK368L	A450,pA450	18.3	18.3	CAPS	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_AW127339	AW127339		51.3	51.3	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_NCAS	NCAS		22.1	22.1	CAPS	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_h2_7m9c	h2_7m9c	c_007m09,c_007m9	1.5	1.5	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_003D08	003D08	003D08_F,mt003d08,mt_003d08,mtgsp_003d08,mtgsp_003d08(2)	43.9	43.9	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_h2_6o22a	h2_6o22a		49.4	49.4	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_h2_75j5c	h2_75j5c		50.1	50.1	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_001F04	001F04		58.2	58.2	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_h2_4c11e	h2_4c11e	001E03	43.9	43.9	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_ENOD8	ENOD8		11.3	11.3	CAPS	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_h2_70l21a	h2_70l21a		3.7	3.7	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_MTIC125	MTIC125		43.9	43.9	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_h2_15h11c	h2_15h11c		2.2	2.2	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_h2_106h7a	h2_106h7a		3.7	3.7	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_004D06	004D06		19.2	19.2	SSR	0
MtYoungUMinn2006_1	1	-3.3	65.6	MtYoungUMinn2006_1_002d12	002d12	002D12_M,h2_9o20c,mtgsp_002d12	0	0	SSR	0
MtYoungUMinn2006_6	6	-3	52.6	MtYoungUMinn2006_6_R-EST-AW684911	R-EST-AW684911	R_ESTAW684911	47.9	47.9	Marker	0
MtYoungUMinn2006_6	6	-3	52.6	MtYoungUMinn2006_6_001A10	001A10	001A10_2,mt031d18,mtgsp_001a10,mth2-31d18	1.4	1.4	SSR	0
MtYoungUMinn2006_6	6	-3	52.6	MtYoungUMinn2006_6_005B08	005B08	005B08_M,b_011g20,h2_11g20b,mtgsp_005b08	44.2	44.2	SSR	0
MtYoungUMinn2006_6	6	-3	52.6	MtYoungUMinn2006_6_004G02	004G02		28.7	28.7	SSR	0
MtYoungUMinn2006_6	6	-3	52.6	MtYoungUMinn2006_6_44D11L	44D11L	R-44D11L,R_44D11L	39.1	39.1	CAPS	0
MtYoungUMinn2006_6	6	-3	52.6	MtYoungUMinn2006_6_TE001	TE001		47.9	47.9	CAPS	0
MtYoungUMinn2006_6	6	-3	52.6	MtYoungUMinn2006_6_001B01	001B01	001B01_2,mtgsp_001b01,mth1-3f12	48	48	SSR	0
MtYoungUMinn2006_6	6	-3	52.6	MtYoungUMinn2006_6_001D12	001D12		47.9	47.9	SSR	0
MtYoungUMinn2006_6	6	-3	52.6	MtYoungUMinn2006_6_003D03	003D03	mt033o18,mtgsp_003d03,mth2-33o18	41.3	41.3	SSR	0
MtYoungUMinn2006_6	6	-3	52.6	MtYoungUMinn2006_6_MTIC93	MTIC93		42.5	42.5	SSR	0
MtYoungUMinn2006_6	6	-3	52.6	MtYoungUMinn2006_6_h2_59i21b	h2_59i21b	b_059i21	16	16	SSR	0
MtYoungUMinn2006_6	6	-3	52.6	MtYoungUMinn2006_6_MTIC153	MTIC153		33.2	33.2	SSR	0
MtYoungUMinn2006_6	6	-3	52.6	MtYoungUMinn2006_6_h2_102a8b	h2_102a8b	b_102A08	44.2	44.2	SSR	0
MtYoungUMinn2006_6	6	-3	52.6	MtYoungUMinn2006_6_BE325283	BE325283		43.5	43.5	CAPS	0
MtYoungUMinn2006_6	6	-3	52.6	MtYoungUMinn2006_6_h2_25n14a	h2_25n14a	005B10	44.3	44.3	SSR	0
MtYoungUMinn2006_6	6	-3	52.6	MtYoungUMinn2006_6_h2_6f18b	h2_6f18b		-1.6	-1.6	SSR	0
MtYoungUMinn2006_6	6	-3	52.6	MtYoungUMinn2006_6_h2_166b10a	h2_166b10a		36.1	36.1	SSR	0
MtYoungUMinn2006_6	6	-3	52.6	MtYoungUMinn2006_6_003C02	003C02	003C02_2,mt020d18,mtgsp_003c02,mth2-20d18	32.5	32.5	SSR	0
MtYoungUMinn2006_6	6	-3	52.6	MtYoungUMinn2006_6_h2_168i20a	h2_168i20a		-3	-3	SSR	0
MtYoungUMinn2006_6	6	-3	52.6	MtYoungUMinn2006_6_15L4R	15L4R	R_15L4R	39.8	39.8	CAPS	0
MtYoungUMinn2006_6	6	-3	52.6	MtYoungUMinn2006_6_h2_175h23a	h2_175h23a		25.4	25.4	SSR	0
MtYoungUMinn2006_6	6	-3	52.6	MtYoungUMinn2006_6_CrS	CrS		1.4	1.4	CAPS	0
MtYoungUMinn2006_6	6	-3	52.6	MtYoungUMinn2006_6_R-8C10R	R-8C10R	R_8C10R	39.8	39.8	Marker	0
MtYoungUMinn2006_6	6	-3	52.6	MtYoungUMinn2006_6_h2_7b19c	h2_7b19c		44.3	44.3	SSR	0
MtYoungUMinn2006_6	6	-3	52.6	MtYoungUMinn2006_6_h2_138f22f	h2_138f22f		26.3	26.3	SSR	0
MtYoungUMinn2006_6	6	-3	52.6	MtYoungUMinn2006_6_19O4L	19O4L	R-19O4L	41.3	41.3	CAPS	0
MtYoungUMinn2006_6	6	-3	52.6	MtYoungUMinn2006_6_h2_29i23c	h2_29i23c	003H07,c_029i23	12.7	12.7	SSR	0
MtYoungUMinn2006_6	6	-3	52.6	MtYoungUMinn2006_6_003e11	003e11	003E11_M,a_017k21,h2_17k21a,mtgsp_003e11	27.6	27.6	SSR	0
MtYoungUMinn2006_6	6	-3	52.6	MtYoungUMinn2006_6_h2_108p9d	h2_108p9d		0	0	SSR	0
MtYoungUMinn2006_6	6	-3	52.6	MtYoungUMinn2006_6_h2_12g6b	h2_12g6b	b_012g06	-3	-3	SSR	0
MtYoungUMinn2006_6	6	-3	52.6	MtYoungUMinn2006_6_h2_6b10a	h2_6b10a		47.2	47.2	SSR	0
MtYoungUMinn2006_6	6	-3	52.6	MtYoungUMinn2006_6_002A02	002A02	002A02_H,mtgsp_002a02	0	0	SSR	0
MtYoungUMinn2006_6	6	-3	52.6	MtYoungUMinn2006_6_h2_73h22a	h2_73h22a		1.4	1.4	SSR	0
MtYoungUMinn2006_6	6	-3	52.6	MtYoungUMinn2006_6_18A5R	18A5R	R-18A5R	41.3	41.3	CAPS	0
MtYoungUMinn2006_6	6	-3	52.6	MtYoungUMinn2006_6_h2_19o18a	h2_19o18a		44.3	44.3	SSR	0
MtYoungUMinn2006_6	6	-3	52.6	MtYoungUMinn2006_6_R-78B21L	R-78B21L	R_78B21L	39.5	39.5	Marker	0
MtYoungUMinn2006_6	6	-3	52.6	MtYoungUMinn2006_6_11B2R	11B2R	R-11b2R	47.9	47.9	CAPS	0
MtYoungUMinn2006_6	6	-3	52.6	MtYoungUMinn2006_6_002F12	002F12	mt_002f12,mtgsp_002f12,mtgsp_002f12(2),mtgsp_002f12(3),s_10d14	39.8	39.8	SSR	0
MtYoungUMinn2006_6	6	-3	52.6	MtYoungUMinn2006_6_h2_82n16a	h2_82n16a		3.2	3.2	SSR	0
MtYoungUMinn2006_6	6	-3	52.6	MtYoungUMinn2006_6_005D05	005D05		4.8	4.8	SSR	0
MtYoungUMinn2006_6	6	-3	52.6	MtYoungUMinn2006_6_h2_20m4a	h2_20m4a		0.7	0.7	SSR	0
MtYoungUMinn2006_6	6	-3	52.6	MtYoungUMinn2006_6_h2_9p17d	h2_9p17d	d_009p17	34.8	34.8	SSR	0
MtYoungUMinn2006_6	6	-3	52.6	MtYoungUMinn2006_6_005F10	005F10	005F10_3,mt022i17,mtgsp_005f10,mth2-22i17	-1.5	-1.5	SSR	0
MtYoungUMinn2006_6	6	-3	52.6	MtYoungUMinn2006_6_h2_8c18b	h2_8c18b		43.6	43.6	SSR	0
MtYoungUMinn2006_6	6	-3	52.6	MtYoungUMinn2006_6_TE013	TE013		47.9	47.9	CAPS	0
MtYoungUMinn2006_6	6	-3	52.6	MtYoungUMinn2006_6_R-50O1R	R-50O1R	R_50O1R	39.8	39.8	Marker	0
MtYoungUMinn2006_6	6	-3	52.6	MtYoungUMinn2006_6_h2_28n21c	h2_28n21c		39.8	39.8	SSR	0
MtYoungUMinn2006_6	6	-3	52.6	MtYoungUMinn2006_6_DK321L	DK321L	A233,pA233	36.1	36.1	CAPS	0
MtYoungUMinn2006_6	6	-3	52.6	MtYoungUMinn2006_6_h2_31k19b	h2_31k19b		39.1	39.1	SSR	0
MtYoungUMinn2006_6	6	-3	52.6	MtYoungUMinn2006_6_h2_2p16d	h2_2p16d		31.7	31.7	SSR	0
