# this is a legfed-expression file, modified slightly from normalizeddata.txt from PvGEA
#
# 1. source name, PMID, geo, bioProject, sra
Phaseolus vulgaris Gene Expression Atlas	25283805		PRJNA210619	SRP046307
# 2. URL
http://plantgrn.noble.org/PvGEA/
# 3. description
Phaseolus vulgaris L., or common bean, is an important source of proteins, micronutrients and calories for over three hundred million people worldwide. The high levels of dietary protein in bean seeds (between 20 and 25%) and micronutrients complement the high carbohydrates found in maize and cassava (Broughton et al., 2003). In addition to their important contribution to human health, legumes are also important contributors to biological Nitrogen (N), contributing approximately 21 million metric tons of N into agricultural lands each year (Herridge et al., 2008) . Despite the international importance of common bean, both in terms of economics and consumption, genetic resources for this species have been lacking. This atlas presents the gene expression patterns of 24 unique samples collected from seven distinct tissues of Phaseolus vulgaris cv. negro jamapa; roots, nodules, leaves, stems, flowers, seeds, and pods. Samples were collected at developmentally important time-points spanning the processes of symbiosis, seed and pod development. Plants were either provided with nutrients via fertilizer or inoculated with either effective or ineffective rhizobium. Plants inoculated with ineffective rhizobium formed nodules, but did not fix N2, resulting in N deficient plants.
# 4. expression unit
RPKM
# 5. number of samples
24
# 6. Sample number, name and description in same order as the columns (adjusted from buggy version on site)
1	FY	Young flowers, collected prior to floral emergence
2	LF	Leaf tissue from fertilized plants collected at the same time of LE and LI
3	L5	Leaf tissue collected 5 days after plants were inoculated with effective rhizoubium
4	LE	Leaf tissue collected 21 days after plants were inoculated with effective rhizobium
5	LI	Leaf tissue collected 21 days after plants were inoculated with ineffective rhizobium
6	N5	Pre-fixing (effective) nodules collected 5 days after inoculation
7	NE	Effectively fixing nodules collected 21 days after inoculation
8	NI	Ineffectively fixing nodules collected 21 days after inoculation
9	P1	Pods between 10 and 11 cm long, associated with stage 1 seeds (pod only)
10	P2	Pods between 12 and 13 cm long associated with stage 2 seeds (pod only)
11	PH	Pods approximately 9cm long, associated with seeds at heart stage (pod only)
12	PY	Young pods, collected 1 to 4 days after floral senescence. Samples contain developing embryos at globular stage
13	RF	Whole roots from fertilized plants collected at the same time as RE and RI
14	R5	Whole roots separated from 5 day old pre-fixing nodules
15	RE	Whole roots separated from fix+ nodules collected 21 days after inoculation
16	RI	Whole roots separated from fix- nodules collected 21 days after inoculation
17	RT	Root tips, 0.5 cm of tissue, collected from fertilized plants at 2nd trifoliate stage of development
18	S1	Stage 1 seeds, between 6 and 7 mm across and approximately 50 mg	
19	S2	Stage 2 seeds, between 8 and 10 mm across and between 140 and 150 mg
20	SH	Heart stage seeds, between 3 and 4 mm across and approximately 7 mg
21	ST	Shoot tip, including the apical meristem, collected at the 2nd trifoliate stage
22	YL	Fully expanded 2nd trifoliate leaf tissue from plants provided with fertilizer
23	YR	Whole roots, including root tips, collected at the 2nd trifoliate stage of development
24	YS	All stem internodes above the cotyledon collected at the 2nd trifoliate stage
# 7. expression data
#GeneID	PVFY	PVL	PVL5	PVLE	PVLI	PVN5	PVNE	PVNI	PVP1	PVP2	PVPH	PVPY	PVR	PVR5	PVRE	PVRI	PVRT	PVS1	PVS2	PVSH	PVST	PVYL	PVYR	PVYS
Phvul.006G057100.3	150	58	110	66	144	192	99	232	60	144	161	37	189	172	180	167	232	186	141	192	264	138	155	157
Phvul.006G057200.1	26	3	8	4	0	50	2	3	0	0	12	8	28	36	24	21	65	9	5	30	72	32	16	34
Phvul.006G057300.1	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phvul.006G057400.1	136	42	52	84	4	63	5	9	29	18	306	46	54	83	34	31	94	44	57	129	144	71	19	51
Phvul.006G057500.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	0	0	0	0
Phvul.006G057600.1	1	4	2	3	8	1	0	3	0	0	1	0	5	3	5	8	0	0	0	0	0	1	2	5
Phvul.006G057600.2	1	4	2	3	8	1	0	3	0	0	1	0	5	3	4	8	0	0	0	0	0	1	2	5
Phvul.006G057700.1	3	1	2	1	1	3	6	2	1	1	2	2	2	2	3	3	2	2	1	4	5	2	2	3
Phvul.006G057800.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
Phvul.006G057900.1	2	0	4	0	0	7	1	1	0	0	1	1	3	4	11	8	7	0	0	1	6	3	10	6
Phvul.006G058000.1	1	1	2	1	2	2	1	3	0	1	1	1	2	1	2	2	2	2	1	1	3	2	1	2
Phvul.006G058100.1	136	123	225	85	411	263	322	433	165	308	306	37	361	429	440	448	261	134	127	175	176	186	415	443
Phvul.006G058200.1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phvul.006G058300.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phvul.006G058400.1	4	15	6	11	11	2	7	15	0	0	0	0	1	0	1	1	1	0	0	1	5	3	1	4
Phvul.006G058500.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phvul.006G058600.1	4	10	6	7	11	2	5	12	0	1	1	1	1	1	1	1	1	0	0	1	8	2	1	5
Phvul.006G058700.1	0	0	3	0	3	1	1	2	0	1	0	0	2	2	5	3	4	2	1	0	0	2	11	2
Phvul.006G058800.1	9	2	4	1	11	9	10	25	7	11	8	2	16	12	16	22	7	6	4	9	10	5	16	9
Phvul.006G058900.1	7	2	6	1	1	7	3	1	2	2	5	2	4	3	3	3	5	11	10	10	13	5	2	5
Phvul.006G059000.1	40	24	30	20	42	95	37	55	31	54	73	13	99	81	78	69	105	52	29	71	67	56	55	67
Phvul.006G059000.2	34	19	25	17	35	78	31	46	25	46	62	11	82	69	64	57	88	40	24	60	56	46	46	56
Phvul.006G059100.1	17	15	11	13	30	25	16	21	14	27	30	5	68	63	61	44	47	9	6	14	17	13	50	25
Phvul.006G059200.1	11	2	9	5	12	24	9	16	6	8	8	7	21	9	17	17	32	29	12	19	30	16	12	17
Phvul.006G059300.1	1	1	1	1	0	0	1	0	2	1	5	1	2	1	1	2	0	0	0	1	1	1	1	6
Phvul.006G059400.1	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	1	1	3
Phvul.006G059500.1	10	5	14	5	11	31	101	24	13	18	14	4	25	18	21	25	17	15	11	19	19	10	49	69
Phvul.006G059500.2	10	5	13	5	11	30	98	24	12	17	14	4	24	18	20	25	17	15	10	19	19	10	48	67
Phvul.006G059500.3	12	6	16	6	13	37	120	29	14	20	16	5	29	21	24	29	20	17	12	23	22	12	58	80
Phvul.006G059600.1	0	0	0	0	0	0	17	1	0	0	1	0	2	1	1	1	0	0	0	1	0	0	4	7
Phvul.006G059700.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phvul.006G059800.1	6	6	7	5	37	8	30	107	23	39	15	1	29	19	26	42	2	10	6	25	6	5	11	17
Phvul.006G059900.1	1	1	1	0	1	1	1	2	1	1	1	0	1	0	1	2	1	0	0	1	1	1	1	1
Phvul.006G060000.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phvul.006G060100.1	10	8	14	10	14	22	8	12	8	12	12	5	17	12	17	16	17	32	12	14	20	22	12	21
Phvul.006G060200.1	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	1	0	0	0	0	1	0	1	0
Phvul.006G060300.1	18	11	12	7	28	36	17	28	11	14	24	6	45	41	36	30	41	20	13	23	17	16	29	23
Phvul.006G060400.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phvul.006G060500.1	15	6	11	6	12	17	9	21	10	15	16	6	19	11	19	19	28	21	17	19	23	16	18	18
Phvul.006G060500.2	14	5	10	6	10	16	8	18	10	14	15	6	18	11	17	17	27	18	15	18	22	14	17	16
Phvul.006G060600.1	215	107	244	139	238	691	117	177	87	119	241	110	552	520	385	277	844	531	292	412	469	426	268	293
Phvul.006G060700.1	2	1	3	0	0	3	0	0	1	1	1	1	1	1	3	1	7	0	0	1	18	6	2	7
Phvul.006G060800.1	7	2	5	2	4	4	3	5	3	6	10	3	5	5	6	6	5	4	3	7	12	5	8	7
Phvul.006G060800.2	7	2	5	2	4	4	3	5	3	6	10	3	5	5	6	5	5	4	3	7	12	5	8	7
Phvul.006G060900.1	201	14	90	41	128	604	109	185	96	198	214	81	374	359	279	234	803	629	263	455	602	306	215	285
Phvul.006G061000.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	137	156	21	0	0	0	0
Phvul.006G061100.1	24	24	19	19	31	7	5	12	8	22	26	13	12	13	15	13	4	1	2	32	11	9	14	11
Phvul.006G061100.2	25	25	20	20	30	7	5	12	9	22	27	14	12	13	14	13	4	1	2	34	12	9	14	12
Phvul.006G061200.1	7	11	12	15	13	5	4	8	4	6	7	4	5	3	4	5	5	5	3	9	11	22	3	7
Phvul.006G061300.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phvul.006G061400.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phvul.006G061500.1	10	2	1	1	1	3	3	19	7	27	4	1	6	4	3	2	7	5	5	4	2	1	3	1
Phvul.006G061600.1	4	0	0	0	1	0	0	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0
Phvul.006G061700.1	12	5	8	5	14	12	14	19	8	11	12	5	21	14	19	16	16	14	11	13	14	10	13	11
Phvul.006G061800.1	22	3	7	2	4	21	3	7	0	0	12	14	23	16	19	16	31	4	3	37	41	9	8	16
Phvul.006G061900.1	6	3	6	4	7	10	6	14	3	6	9	2	11	11	10	12	12	7	5	9	12	11	9	13
Phvul.006G062000.1	10	23	15	12	15	0	0	0	1	2	5	2	0	0	0	0	0	0	0	1	10	22	0	7
Phvul.006G062100.1	34	13	31	17	40	55	30	58	19	45	44	8	71	49	49	46	52	57	57	55	41	25	38	42
Phvul.006G062200.1	20	21	27	23	109	26	40	152	22	60	31	6	48	35	60	86	31	17	13	15	33	29	30	38
Phvul.006G062300.1	1	6	4	3	4	3	1	2	0	1	2	1	2	1	1	1	2	1	1	2	2	4	1	2
Phvul.006G062400.1	6	0	1	0	1	30	5	21	1	1	8	5	18	13	12	11	17	7	2	6	16	3	6	10
Phvul.006G062500.1	20	13	25	18	42	48	16	35	9	22	22	5	34	37	25	25	33	35	28	35	28	29	29	22
Phvul.006G062600.1	40	163	201	132	272	11	6	11	6	27	26	7	13	12	13	9	28	3	3	7	30	95	7	23
Phvul.006G062700.1	3	3	3	2	5	4	6	7	5	7	6	1	6	5	5	6	5	5	4	4	5	4	4	7
Phvul.006G062800.1	17	3	9	5	9	41	9	11	5	9	13	5	23	21	18	14	32	29	15	30	32	21	15	16
Phvul.006G062900.1	21	9	20	9	28	21	31	45	9	22	20	5	31	23	27	28	30	20	14	20	25	19	31	19
Phvul.006G062900.2	21	9	20	9	28	21	31	45	9	22	20	5	30	23	26	27	30	20	14	19	25	19	31	19
Phvul.006G063000.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phvul.006G063100.1	4	3	3	2	4	23	23	9	4	3	5	1	8	10	10	11	2	4	3	3	6	2	5	23
Phvul.006G063200.1	2	1	1	1	1	6	8	3	0	1	1	0	2	3	2	3	1	1	1	0	2	1	1	6
Phvul.006G063400.1	2	2	1	1	1	0	0	3	2	2	2	1	3	2	4	5	3	0	1	0	3	1	2	2
Phvul.006G063500.1	2	1	1	0	1	0	1	2	1	2	1	1	3	3	3	3	3	0	1	1	3	2	2	2
Phvul.006G063600.1	12	12	25	6	2	6	2	1	5	4	22	6	12	7	10	6	20	10	7	11	19	22	6	15
Phvul.006G063700.1	17	3	9	5	1	5	1	1	6	15	16	3	15	14	7	5	34	14	16	19	29	23	8	15
Phvul.006G063800.1	18	1	57	1	1	1	0	3	5	9	5	8	2	2	2	2	0	10	6	16	46	97	1	24
Phvul.006G063900.1	6	3	5	3	9	7	6	12	5	5	5	3	9	6	8	10	7	3	3	5	13	6	5	6
Phvul.006G064000.1	40	35	21	34	147	19	25	73	14	82	73	9	35	50	26	36	34	17	26	37	54	26	22	37
Phvul.006G064100.1	10	21	25	6	41	10	10	3	9	11	8	3	6	4	6	6	14	12	12	13	10	27	4	13
Phvul.006G064200.1	6	2	6	2	6	5	5	12	9	8	17	4	24	17	18	16	10	3	2	11	18	7	23	23
Phvul.006G064300.1	3	0	1	0	0	7	0	0	1	0	2	2	5	2	3	2	6	6	2	6	6	1	1	3
Phvul.006G064500.1	26	132	193	77	186	50	25	50	16	28	5	3	16	19	32	42	20	25	23	18	48	111	15	66
Phvul.006G064600.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phvul.006G064700.1	1	0	0	0	1	0	0	1	0	0	0	0	1	2	1	1	5	0	0	1	0	0	1	0
Phvul.006G064800.1	53	13	10	11	7	13	2	8	37	45	82	13	36	36	26	41	13	37	27	36	51	9	11	57
Phvul.006G064900.1	13	31	37	23	35	1	0	1	3	9	12	3	0	0	0	0	0	2	1	4	15	37	0	11
Phvul.006G065000.1	1	1	1	1	1	23	3	9	0	0	0	0	17	57	20	38	0	0	0	0	1	1	20	2
Phvul.006G065100.1	66	2446	1212	1256	358	8	4	1	28	56	131	13	1	3	2	1	1	17	15	33	57	697	0	55
Phvul.006G065200.1	0	0	0	0	0	1	0	1	0	0	0	0	2	4	1	3	0	0	0	2	0	0	0	0
Phvul.006G065300.1	19	16	33	7	5	7	138	6	1	3	5	15	1	0	11	4	3	47	21	108	72	105	3	27
Phvul.006G065300.2	19	16	33	7	5	7	138	6	1	3	5	15	1	0	11	4	3	47	21	108	72	105	3	26
Phvul.006G065400.1	20	8	16	7	26	16	19	53	13	31	21	6	27	25	29	31	18	9	9	20	28	11	33	17
Phvul.006G065400.2	21	8	17	8	28	16	20	57	14	33	23	6	28	27	31	33	19	10	10	21	30	12	36	19
Phvul.006G065600.1	10	4	9	3	8	8	9	22	5	13	8	3	16	10	17	20	9	5	4	8	12	11	10	10
Phvul.006G065700.1	36	18	36	14	43	9	7	8	35	42	38	5	20	19	22	20	14	19	14	22	35	26	14	37
Phvul.006G065800.1	7	5	15	5	2	4	1	1	1	1	3	0	10	22	9	10	1	0	0	1	5	17	12	47
Phvul.006G065900.1	9	8	17	3	53	79	265	100	17	41	7	1	12	12	43	35	7	3	1	5	8	11	11	9
Phvul.006G066000.1	2	2	2	1	4	7	1	3	2	3	2	1	4	2	4	4	4	5	1	6	4	6	3	2
Phvul.006G066100.1	11	4	6	3	5	8	4	7	3	6	10	2	10	8	6	6	9	13	11	14	12	5	5	6
Phvul.006G066200.1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
Phvul.006G066300.1	156	23	88	22	15	447	33	45	20	12	124	65	180	171	275	154	565	339	126	403	452	407	207	113
Phvul.006G066400.1	284	43	156	45	18	628	38	54	24	9	216	91	293	347	349	202	534	328	149	728	647	537	263	134
Phvul.006G066400.2	274	40	150	42	17	600	37	52	23	9	205	84	282	332	323	191	515	305	144	703	621	496	252	127
Phvul.006G066500.1	1	1	6	1	8	27	14	57	1	2	1	0	14	25	54	71	25	1	0	1	3	9	46	3
Phvul.006G066600.1	24	12	19	10	60	28	29	140	21	89	26	3	50	37	20	28	23	8	10	16	31	23	21	41
Phvul.006G066700.1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	7	0	0	0	0
Phvul.006G066800.1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	2	1	0	0	0	0	0	1	0
Phvul.006G066900.1	9	78	33	161	47	5	1	1	30	5	27	15	3	10	1	1	1	2	2	5	27	3	3	12
Phvul.006G067000.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	5	36	0	0	0	0
Phvul.006G067100.1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	17	0	0	0	0
Phvul.006G067200.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	2	62	0	0	0	0
Phvul.006G067300.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	11	17	0	0	0	0
Phvul.006G067400.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	4	1	0	0	0	0
Phvul.006G067500.1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	8	1	0	1	1
Phvul.006G067600.1	15	1	1	0	1	2	11	16	5	11	10	1	5	3	4	3	88	4	4	3	35	15	144	55
Phvul.006G067600.2	17	1	1	0	1	2	13	18	5	12	11	1	6	4	5	4	100	5	5	3	40	17	163	63
Phvul.006G067700.1	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Phvul.006G067700.2	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Phvul.006G067800.1	0	0	0	0	0	1	0	0	0	0	0	0	4	6	3	1	11	0	0	0	0	0	6	1
Phvul.006G067900.1	1	3	1	1	1	8	1	1	2	0	2	0	4	7	4	4	0	1	2	0	2	0	2	19
Phvul.006G068000.1	61	35	38	35	105	110	58	105	30	88	69	12	99	105	97	96	68	58	38	90	77	53	80	86
Phvul.006G068100.1	39	17	33	18	45	27	31	59	19	33	35	9	44	30	50	52	55	15	11	23	56	35	44	36
Phvul.006G068200.1	224	98	110	79	124	408	138	173	130	237	359	60	410	375	292	235	526	471	544	462	312	173	249	243
Phvul.006G068300.1	4	2	1	4	2	4	1	3	1	4	13	4	2	2	2	2	3	7	18	11	7	4	2	5
Phvul.006G068400.1	1	0	1	0	0	2	0	1	0	1	0	1	6	5	4	3	5	1	1	2	4	1	2	0
Phvul.006G068500.1	4	6	7	4	17	2	1	7	5	6	11	4	7	4	3	4	2	3	2	10	11	3	0	14
Phvul.006G068600.1	61	123	80	106	8	1	1	1	12	27	10	4	1	0	1	1	1	8	11	6	11	41	1	6
Phvul.006G068700.1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0
Phvul.006G068800.1	1	5	1	3	21	0	1	1	3	3	0	0	1	1	2	4	0	0	0	0	0	1	1	21
Phvul.006G068900.1	0	0	0	0	1	24	11	36	0	0	0	0	19	16	30	15	10	0	0	0	0	0	9	1
Phvul.006G069000.1	21	9	21	9	27	46	25	27	8	22	27	5	40	31	28	29	47	36	29	40	35	22	26	20
Phvul.006G069100.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phvul.006G069200.1	34	2	16	2	1	39	15	8	3	3	18	12	21	17	18	17	26	25	18	42	88	27	18	38
Phvul.006G069300.1	32	0	0	0	1	3	4	9	0	0	0	1	173	77	70	35	13	0	0	0	10	1	35	4
Phvul.006G069400.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	12	0	0	0	0
Phvul.006G069500.1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	2	2	0	0	0	0	0	4	1
Phvul.006G069600.1	1	0	3	2	1	14	5	39	0	2	1	0	4	36	8	10	8	1	0	0	5	2	10	17
Phvul.006G069700.1	8	4	7	4	1	8	2	3	2	1	8	4	5	4	5	4	14	4	3	9	13	8	4	7
Phvul.006G069800.1	58	19	35	23	83	63	50	108	25	59	47	12	62	49	62	72	66	64	44	68	77	45	72	59
Phvul.006G069900.1	6	17	12	17	11	3	5	9	2	4	5	1	5	4	6	6	4	2	2	3	6	12	5	5
Phvul.006G070000.1	2	0	0	0	0	1	0	0	0	1	0	0	2	2	1	0	2	0	0	0	4	0	1	0
Phvul.006G070100.1	1	1	1	0	1	0	0	1	3	1	1	0	0	0	0	0	0	0	0	0	2	1	0	4
Phvul.006G070200.1	17	5	3	5	6	11	20	27	2	9	9	1	19	23	9	19	0	11	16	11	11	2	3	11
Phvul.006G070300.1	6	5	3	4	3	9	7	5	5	6	6	3	7	4	7	5	5	13	7	10	6	4	3	6
Phvul.006G070300.2	9	8	4	5	5	12	10	7	7	8	8	5	9	6	10	7	7	19	9	15	9	6	4	8
Phvul.006G070300.3	6	6	2	4	3	8	8	5	5	6	6	3	6	4	7	5	5	13	7	10	6	5	2	6
Phvul.006G070400.1	12	7	11	5	6	7	11	12	6	16	15	4	9	6	10	9	3	8	6	8	9	9	4	11
Phvul.006G070400.2	12	7	11	5	6	7	11	12	6	16	14	4	9	5	10	9	3	8	6	8	8	8	4	10
Phvul.006G070500.1	10	13	14	13	9	7	7	9	5	11	18	7	14	9	12	8	9	12	7	12	13	13	9	8
Phvul.006G070600.1	5	1	1	1	3	0	1	0	1	0	0	0	7	2	1	1	0	0	0	0	10	1	0	1
Phvul.006G070700.1	4	2	1	1	3	0	0	0	1	0	0	1	6	2	1	0	0	0	0	0	8	1	0	1
Phvul.006G070800.1	39	21	32	13	20	36	40	37	22	38	44	6	41	35	32	39	25	32	38	48	32	17	31	30
Phvul.006G070800.2	39	20	32	13	19	36	40	36	23	38	44	6	40	35	32	39	25	32	39	48	32	17	31	30
Phvul.006G070800.3	38	20	32	13	19	35	40	36	22	38	44	5	40	34	32	38	25	32	38	48	32	17	31	30
Phvul.006G070900.1	16	20	23	6	6	1	0	2	4	17	11	1	0	1	1	1	0	1	0	0	16	30	1	6
Phvul.006G071000.1	34	4	12	4	12	8	3	13	5	12	12	4	8	9	7	8	10	12	11	20	23	12	5	6
Phvul.006G071100.1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	18	8	36	0	0	0	0
Phvul.006G071200.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	9	63	0	0	0	0
Phvul.006G071300.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Phvul.006G071400.1	19	27	34	24	45	92	42	63	11	33	18	3	50	90	139	161	37	18	18	15	21	21	115	31
Phvul.006G071500.1	2	0	1	0	0	32	13	11	3	1	4	1	14	10	10	12	6	0	0	1	1	0	4	4
Phvul.006G071600.1	1	1	1	0	0	0	0	0	0	0	0	0	1	2	1	1	1	0	0	0	1	1	3	4
Phvul.006G071700.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phvul.006G071800.1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	3	0
Phvul.006G071900.1	11	16	7	22	1	18	1	4	7	15	10	1	2	2	4	4	4	3	4	5	7	19	5	0
Phvul.006G072000.1	10	1	5	5	5	6	1	4	3	5	8	3	5	7	6	6	16	7	4	10	24	9	4	7
Phvul.006G072100.1	5	3	4	2	3	6	3	3	2	3	4	1	5	5	4	4	7	4	3	7	5	4	3	5
Phvul.006G072200.1	40	24	22	19	52	84	44	52	24	40	52	14	88	78	60	59	85	29	24	50	61	42	55	56
Phvul.006G072200.2	40	24	22	19	52	84	44	52	24	40	52	14	88	78	60	59	85	29	24	50	61	42	55	57
Phvul.006G072300.1	3	1	2	1	0	4	1	1	0	0	3	1	6	4	3	2	12	12	10	5	5	3	2	2
Phvul.006G072400.1	7	5	6	3	7	4	6	12	6	8	11	3	12	8	11	12	13	5	4	6	7	5	8	8
Phvul.006G072500.1	5	2	1	1	2	2	0	2	33	56	54	4	12	10	5	10	0	7	4	2	10	1	1	9
Phvul.006G072600.1	21	31	12	27	89	18	17	19	11	25	27	5	16	14	21	19	11	159	149	71	14	14	15	15
Phvul.006G072700.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phvul.006G072800.1	2	2	1	1	1	3	1	1	1	1	2	1	1	1	1	1	2	1	1	4	3	1	1	1
Phvul.006G072900.1	135	49	123	57	137	140	123	195	48	133	122	42	137	106	129	131	218	136	94	148	261	141	110	151
Phvul.006G073000.1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	1	2	1	0	0
Phvul.006G073100.1	0	0	0	0	0	1	12	2	0	0	0	0	2	2	3	1	7	0	0	0	0	0	2	0
Phvul.006G073200.1	3	2	4	1	3	8	3	3	2	3	3	2	6	4	3	4	5	3	2	5	4	3	3	4
Phvul.006G073300.1	23	16	20	19	10	34	10	8	4	7	44	10	31	27	23	18	55	19	10	25	37	40	16	27
Phvul.006G073400.1	14	9	17	8	15	14	28	14	7	21	23	4	15	14	9	12	18	14	17	19	16	12	12	17
Phvul.006G073500.1	5	24	21	25	11	3	3	2	5	8	11	3	1	1	2	2	4	3	2	6	9	23	1	6
Phvul.006G073600.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phvul.006G073700.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phvul.006G073800.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phvul.006G073900.1	9	8	10	8	13	12	7	7	4	7	9	2	10	9	7	6	15	9	9	7	15	14	6	8
Phvul.006G074000.1	2	1	3	1	1	0	0	2	1	1	1	1	1	1	1	1	0	1	0	1	20	13	1	1
Phvul.006G074100.1	7	4	5	4	7	9	5	12	4	7	8	4	11	7	8	10	12	7	6	7	13	8	6	9
Phvul.006G074200.1	1	0	1	0	1	28	6	5	0	1	4	0	29	33	14	12	15	0	0	0	1	0	16	2
Phvul.006G074300.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phvul.006G074400.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phvul.006G074500.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phvul.006G074600.1	0	0	1	0	13	4	3	45	0	0	0	0	3	2	6	12	1	0	0	0	0	0	13	0
Phvul.006G074700.1	0	1	7	1	0	416	47	41	0	0	0	0	3	0	38	61	0	0	0	0	0	0	0	0
Phvul.006G074800.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phvul.006G074900.1	12	2	4	3	10	29	6	8	3	5	8	5	18	15	13	11	31	15	8	23	20	11	9	10
Phvul.006G075000.1	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	1	0	3
Phvul.006G075100.1	4	5	11	4	11	6	2	9	1	1	6	2	6	5	7	7	6	3	2	4	9	16	4	4
Phvul.006G075200.1	1	0	0	0	2	3	1	1	1	1	1	0	1	1	1	1	1	2	1	2	2	2	1	1
Phvul.006G075300.1	1	1	0	1	1	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Phvul.006G075400.1	3	0	12	0	0	30	45	10	1	0	7	6	23	10	17	20	11	86	26	93	17	8	2	5
Phvul.006G075400.2	3	0	12	0	0	30	44	10	1	0	7	6	23	9	16	20	11	85	26	93	17	8	2	5
Phvul.006G075500.1	67	18	56	34	56	172	78	102	56	112	98	25	135	114	103	87	217	191	172	212	152	91	100	114
Phvul.006G075600.1	0	0	0	0	3	0	4	2	0	0	0	0	2	2	24	4	3	0	0	0	0	0	77	0
Phvul.006G075700.1	0	0	1	0	0	43	7	3	0	1	0	0	1	1	5	12	1	0	0	0	0	0	24	0
Phvul.006G075800.1	0	0	2	0	0	109	1	3	0	0	0	0	10	10	14	19	1	0	0	0	0	0	10	0
Phvul.006G075900.1	9	2	7	1	5	2	0	0	3	2	5	2	0	1	0	0	0	1	0	1	39	12	1	9
Phvul.006G076000.1	5	4	6	4	11	7	7	28	5	9	5	2	14	12	13	18	8	3	2	4	8	7	12	7
