TaxonID	3847	
Satt181	Pubescence density 3-2	Pubescence density
Satt181	Pubescence length 1-2	Pubescence length
Satt181	Seed daidzein 2-2	Seed daidzein
Satt181	Seed genistein 2-6	Seed genistein
Satt181	Seed glycitein 2-8	Seed glycitein
Satt181	Seed isoflavone 1-3	Seed isoflavone
Satt181	Seed tocopherol, alpha 3-3	Seed tocopherol, alpha
Satt181	Seed tocopherol, total 3-5	Seed tocopherol, total
Satt181	Seed weight 34-4	Seed weight
Satt182	Leaflet area 6-2	Leaflet area
Satt182	Lodging 20-5	Lodging
Satt182	Lodging 8-3	Lodging
Satt182	Plant height 10-3	Plant height
Satt182	Plant height 13-7	Plant height
Satt182	Pod, beginning 2-3	Pod, beginning
satt182	Root length, primary 3-3	Root length, primary
Satt182	Sclero 8-4	Sclero
Satt182	Seed oil 27-5	Seed oil
Satt182	Seed oil 37-6	Seed oil
Satt182	Seed protein 33-4	Seed protein
Satt183	Net photosyn rate 2-1	Net photosyn rate
Satt183	Pod dehiscence 3-4	Pod dehiscence
Satt183	Seed linoleic 7-4	Seed linoleic
Satt183	Seed oleic 7-4	Seed oleic
Satt183	Seed weight 34-18	Seed weight
Satt184	cqSeed weight-006	Seed weight
Satt184	cqSeed weight-010	Seed weight
Satt184	Flood tolerance 6-1	Flood tolerance
Satt184	Seed hardness 1-2	Seed hardness
Satt184	Seed Lys 1-1	Seed Lys
Satt184	Seed oil 23-2	Seed oil
Satt184	Seed weight 18-1.2	Seed weight
Satt185	Nodule number 1-2	Nodule number
Satt185	Petiole color, UV-B induced 1-5	Petiole color, UV-B induced
Satt185	Sclero 9-4	Sclero
Satt185	Seed linoleic 4-1	Seed linoleic
Satt185	Seed linoleic 4-1	Seed linoleic
Satt185	Seed linolenic 3-1	Seed linolenic
Satt185	Seed Lys 1-2	Seed Lys
Satt185	Seed N at R5 1-5	Seed N at R5
Satt185	Seed Tyr 1-3	Seed Tyr
Satt185	Seed yield 21-10	Seed yield
Satt185	Shoot weight, dry 2-1	Shoot weight, dry
Satt186	P use efficiency 1-1	P use efficiency
Satt186	Pod maturity 19-2	Pod maturity
Satt186	Seed genistein 11-2	Seed genistein
Satt186	Seed genistein 13-8	Seed genistein
Satt186	Seed glycitein 7-6	Seed glycitein
Satt186	Seed oil 30-6	Seed oil
Satt186	Seed oil 43-13	Seed oil
Satt186	Seed yield 15-7	Seed yield
Satt186	Stem weight, dry 2-1	Stem weight, dry
Satt187	First flower 13-1	First flower
Satt187	Flood tolerance 7-2	Flood tolerance
Satt187	Leaflet shape 6-1	Leaflet shape
Satt187	Leaflet shape, UV-B induced 10-5	Leaflet shape, UV-B induced
Satt187	Leaflet width 6-1	Leaflet width
Satt187	Pod maturity 22-1	Pod maturity
Satt187	SCN 39-1	SCN
Satt187	SCN 39-8	SCN
Satt187	SCN 48-1	SCN
Satt187	Seed daidzein 7-2	Seed daidzein
Satt187	Seed isoflavone 6-7	Seed isoflavone
Satt187	Seed oil 30-3	Seed oil
Satt187	Seed protein 26-1	Seed protein
Satt187	Seed weight 13-1	Seed weight
Satt187	Seed weight 30-4	Seed weight
Satt187	Seed weight 6-2	Seed weight
Satt188	Seed daidzein 13-4	Seed daidzein
Satt188	Seed genistein 13-5	Seed genistein
Satt189	cqSeed agglutinin-003	Seed agglutinin
Satt189	First flower 13-4	First flower
Satt189	Leaflet shape 6-4	Leaflet shape
Satt189	Seed agglutinin 1-3	Seed agglutinin
Satt189	Seed agglutinin 2-2	Seed agglutinin
Satt189	Seed number 7-1	Seed number
Satt190	Seed genistein 8-4	Seed genistein
Satt190	Seed glycitein 8-10	Seed glycitein
Satt190	Seed isoflavone 7-2	Seed isoflavone
Satt190	Seed weight 36-15	Seed weight
Satt191	Corn earworm 9-2	Corn earworm
Satt191	Lodging 21-1	Lodging
Satt191	mqSeed Oil-017	Seed Oil
Satt191	Phytoph 13-4	Phytoph
Satt191	Plant height 17-3	Plant height
Satt191	Plant height 25-1	Plant height
Satt191	Plant height 25-5	Plant height
Satt191	Pod maturity 19-8	Pod maturity
Satt191	Reproductive stage length 5-2	Reproductive stage length
Satt191	Sclero 2-14	Sclero
Satt191	Sclero 3-10	Sclero
Satt191	Sclero 4-6	Sclero
Satt191	Sclero 5-9	Sclero
Satt191	Sclero 6-7	Sclero
Satt191	SCN 37-2	SCN
Satt191	Seed daidzein 13-7	Seed daidzein
Satt191	Seed genistein 13-12	Seed genistein
Satt191	Seed oil 24-27	Seed oil
Satt191	Seed oil 36-6	Seed oil
Satt191	Seed palmitic 7-6	Seed palmitic
Satt191	Seed set, 1 per pod 1-1	Seed set, 1 per pod
Satt191	Seed yield 15-11	Seed yield
Satt192	Nodule number 3-2	Nodule number
Satt192	Nodule weight per plant, dry 1-2	Nodule weight per plant, dry
Satt192	Seed glycitein 9-7	Seed glycitein
satt193	Root weight, dry 2-2	Root weight, dry
Satt193	Seed protein 36-20	Seed protein
Satt193	Shoot weight 3-4	Shoot weight
Satt194	Pods per node 2-2	Pods per node
Satt194	SCN 36-8	SCN
Satt194	Seed yield 25-2	Seed yield
Satt195	Seed coat cracking 2-1	Seed coat cracking
Satt195	Seed weight 36-15	Seed weight
Satt195	Seed weight per plant 1-3	Seed weight per plant
Satt196	SCN 34-3	SCN
Satt196	SCN 34-3	SCN
Satt196	Seed acidic fraction 1-3	Seed acidic fraction
Satt196	Seed arabinose plus galactose 1-2	Seed arabinose plus galactose
Satt196	Seed Asp 1-4	Seed Asp
Satt196	Seed glycitein 2-4	Seed glycitein
Satt196	Seed oil 14-2	Seed oil
Satt196	Seed protein 13-4	Seed protein
Satt197	Branching 1-3	Branching
Satt197	Canopy wilt 4-7	Canopy wilt
Satt197	Chlorosis, leaflet UV-B induced 1-2	Chlorosis, leaflet UV-B induced
Satt197	First flower 11-1	First flower
Satt197	Flower number 1-5	Flower number
Satt197	Leaflet length 6-1	Leaflet length
Satt197	Leaflet length 7-2	Leaflet length
Satt197	Node number 3-5	Node number
Satt197	Node number 3-6	Node number
Satt197	Nodule weight per plant, dry 1-3	Nodule weight per plant, dry
Satt197	Plant height 20-1	Plant height
Satt197	Plant height 24-5	Plant height
Satt197	Plant height 24-6	Plant height
Satt197	Plant height 26-7	Plant height
Satt197	Plant height 26-7	Plant height
Satt197	Plant height 26-8	Plant height
Satt197	Plant height 26-8	Plant height
Satt197	Pod maturity 17-1	Pod maturity
Satt197	Pod maturity 17-2	Pod maturity
Satt197	Pod number 1-5	Pod number
Satt197	Pod wall width 1-6	Pod wall width
Satt197	Sclero 3-3	Sclero
Satt197	Seed coat cracking 3-6	Seed coat cracking
Satt197	Seed glycitein 4-2	Seed glycitein
Satt197	Seed glycitein 8-7	Seed glycitein
Satt197	Seed linoleic 7-2	Seed linoleic
Satt197	Seed oil 24-11	Seed oil
Satt197	Seed oleic 7-2	Seed oleic
Satt197	Seed protein 25-1	Seed protein
Satt197	Seed protein 36-2	Seed protein
Satt197	Seed sucrose 2-1	Seed sucrose
Satt197	Seed weight 25-2	Seed weight
Satt197	Seed yield 22-1	Seed yield
Satt197	Shoot weight, dry 5-1	Shoot weight, dry
Satt198	mqSeed Oil-010	Seed Oil
Satt198	Pod wall to Pod weight ratio 1-1	Pod wall to Pod weight ratio
Satt198	Pod wall weight 1-2	Pod wall weight
Satt198	Seed agglutinin 2-3	Seed agglutinin
Satt198	Seed oil 24-20	Seed oil
Satt198	Seed protein 40-4	Seed protein
Satt198	Seed weight 36-17	Seed weight
Satt199	Plant height 26-13	Plant height
Satt199	Plant height 26-13	Plant height
Satt199	Pod borer 1-3	Pod borer
Satt199	Pod maturity 34-5	Pod maturity
Satt199	SCN 20-4	SCN
Satt199	Seed protein 28-2	Seed protein
Satt199	Seed tocopherol, gamma 1-4	Seed tocopherol, gamma
Satt199	Seed tocopherol, gamma 2-4	Seed tocopherol, gamma
Satt199	Seed weight 37-4	Seed weight
Satt199	Seed weight per plant 6-7	Seed weight per plant
Satt200	Leaflet length 10-1	Leaflet length
Satt200	Leaflet length 10-2	Leaflet length
Satt200	Leaflet width 10-2	Leaflet width
Satt200	Leaflet width 10-3	Leaflet width
Satt200	Plant height 26-1	Plant height
Satt200	Plant height 26-1	Plant height
Satt200	Seed daidzein 2-1	Seed daidzein
Satt200	Seed genistein 2-5	Seed genistein
Satt200	Seed genistein 8-6	Seed genistein
Satt200	Seed isoflavone 1-1	Seed isoflavone
Satt200	Seed oil 35-1	Seed oil
Satt200	Seed set, 3 per pod 1-1	Seed set, 3 per pod
Satt200	Seed weight 10-1	Seed weight
Satt200	Seed weight 37-12	Seed weight
Satt201	Pubescence density 2-4	Pubescence density
Satt201	Seed coat cracking 1-2	Seed coat cracking
Satt201	Seed daidzein 2-3	Seed daidzein
Satt201	Seed genistein 2-2	Seed genistein
Satt201	Seed glycitein 2-6	Seed glycitein
Satt201	Seed isoflavone 1-5	Seed isoflavone
Satt201	Seed linolenic 14-3	Seed linolenic
Satt201	Seed N at R6 1-3	Seed N at R6
Satt201	Seed oil 43-29	Seed oil
Satt201	Seed protein 36-33	Seed protein
Satt201	Seed stearic 8-6	Seed stearic
Satt201	Seed weight 35-11	Seed weight
Satt201	Seed weight 47-1	Seed weight
Satt202	Al tolerance 2-2	Al tolerance
Satt202	Al tolerance 2-3	Al tolerance
Satt202	Canopy wilt 3-12	Canopy wilt
Satt202	Photoperiod insensitivity 5-1	Photoperiod insensitivity
Satt202	Plant height 29-2	Plant height
Satt202	Pod maturity 21-1	Pod maturity
Satt202	Pod wall width 1-2	Pod wall width
Satt202	Pod wall width 1-3	Pod wall width
Satt202	Root length, primary 2-1	Root length, primary
Satt202	SCN 17-3	SCN
Satt202	SCN 20-2	SCN
Satt202	SCN 42-3	SCN
Satt202	SDS 16-5	SDS
Satt202	Seed oil 43-3	Seed oil
Satt202	Seed oil 43-6	Seed oil
Satt202	Seed oil plus protein 1-2	Seed oil plus protein
Satt202	Seed protein 24-1	Seed protein
Satt202	Seed protein 36-4	Seed protein
Satt202	Seed protein 36-7	Seed protein
Satt202	Seed protein 36-8	Seed protein
Satt202	Seed weight 36-2	Seed weight
Satt202	Seed weight 49-4	Seed weight
Satt202	Seed weight 49-5	Seed weight
Satt203	mqSeed Oil-009	Seed Oil
Satt203	Pod wall to Pod weight ratio 1-1	Pod wall to Pod weight ratio
Satt203	Seed Asp 1-2	Seed Asp
Satt203	Seed Glu 1-2	Seed Glu
Satt203	Seed Ile 1-3	Seed Ile
Satt203	Seed Leu 1-1	Seed Leu
Satt203	Seed oil 24-19	Seed oil
Satt203	Seed protein 40-4	Seed protein
Satt203	Seed Trp 1-3	Seed Trp
Satt203	Seed weight 37-5	Seed weight
Satt204	SCN 29-9	SCN
Satt204:E:43.13	SCN 45-6	SCN
Satt205	First flower 10-1	First flower
Satt205	First flower 9-1	First flower
Satt205	Photoperiod insensitivity 1-1	Photoperiod insensitivity
Satt205	Photoperiod insensitivity 2-1	Photoperiod insensitivity
Satt205	Pod maturity, beginning 1-1	Pod maturity, beginning
Satt205	Pod maturity, beginning 2-1	Pod maturity, beginning
Satt205	Pod, beginning 1-1	Pod, beginning
Satt205	Pod, beginning 2-1	Pod, beginning
Satt205	Seed yield 11-2	Seed yield
Satt206	Photoperiod insensitivity 5-3	Photoperiod insensitivity
Satt206	Seed linoleic 6-3	Seed linoleic
Satt206	Seed oleic 6-3	Seed oleic
Satt207	Seed length 1-3	Seed length
Satt207	Seed length 1-3	Seed length
Satt207	Seed oil 43-1	Seed oil
Satt207	Stem strength, main 1-1	Stem strength, main
Satt208	Internode length 1-1	Internode length
Satt208	Internode length 1-1	Internode length
Satt208	Seed isoflavone 11-11	Seed isoflavone
Satt208	Seed isoflavone 2-1	Seed isoflavone
Satt208	Seed total isoflavone 9-8	Seed total isoflavone
Satt209	Sclero 9-2	Sclero
Satt210	Chlorophyll flourescence TRo/ABS 1-3	Chlorophyll flourescence TRo/ABS
Satt210	Drought index 1-6	Drought index
Satt210	Seed weight 12-1	Seed weight
Satt210	Seed weight 42-5	Seed weight
Satt211	Cellwall polysacch composition 1-1	Cellwall polysacch composition
Satt211	Fe effic 13-1	Fe effic
Satt211	Fe effic 13-1	Fe effic
Satt211	Seed arabinose plus galactose 1-1	Seed arabinose plus galactose
Satt211	Seed galactose 1-1	Seed galactose
Satt211	Seed pectin 1-1	Seed pectin
Satt211	Seed protein 34-1	Seed protein
Satt211	Seed weight 34-9	Seed weight
Satt212	Leaflet shape 7-4	Leaflet shape
Satt212	Leaflet shape 8-8	Leaflet shape
Satt212	Plant height 29-4	Plant height
Satt212	Sclero 9-3	Sclero
Satt212	Seed oil 27-2	Seed oil
Satt212	Seed oil 43-21	Seed oil
Satt212	Seed weight 29-2	Seed weight
Satt213	Seed isoflavone 7-8	Seed isoflavone
Satt214	SDS 7-1	SDS
Satt215	BSR 3-1	BSR
Satt215	Leaflet shape 6-10	Leaflet shape
Satt215	Net photosyn rate 2-1	Net photosyn rate
Satt215	Pod dehiscence 3-4	Pod dehiscence
Satt215	SCN 40-3	SCN
Satt215	Seed glycinin to beta-conglycinin ratio 1-4	Seed glycinin to beta-conglycinin ratio
Satt215	Seed oil 37-9	Seed oil
Satt215	Seed yield 23-2	Seed yield
Satt216	Leaflet length 7-3	Leaflet length
Satt216	Leaflet shape 8-6	Leaflet shape
Satt216	Leaflet width 6-3	Leaflet width
Satt216	Leaflet width 7-3	Leaflet width
Satt216	Pod number 9-1	Pod number
Satt216	Seed weight 42-1	Seed weight
Satt217	mqPlant height-007	Plant height
Satt217	Seed protein 47-6	Seed protein
Satt218	mqPlant height-006	Plant height
Satt218	Seed set, 4 per pod 1-3	Seed set, 4 per pod
Satt219	Seed weight 12-2	Seed weight
Satt220	Common cutworm 1-1	Common cutworm
Satt220	Corn earworm 9-5	Corn earworm
Satt220	Root nodule weight, dry 2-3	Root nodule weight, dry
satt220	Root volume 1-2	Root volume
Satt220	Seed oil 42-24	Seed oil
Satt220	Seed oil 42-7	Seed oil
Satt220	Seed oleic 6-7	Seed oleic
Satt220	Seed weight 49-15	Seed weight
Satt220	Seed width 4-5	Seed width
Satt221	Seed agglutinin 1-4	Seed agglutinin
Satt223	Seed fucose 1-1	Seed fucose
Satt225	Lodging 22-1	Lodging
Satt225	Lodging 22-1	Lodging
Satt225	Seed linoleic 6-5	Seed linoleic
Satt225	Seed oil 30-1	Seed oil
Satt225	Seed yield 15-3	Seed yield
Satt226	cqSDS-001	SDS
Satt226	Seed genistein 11-2	Seed genistein
Satt226	Seed genistein 13-8	Seed genistein
Satt226	Seed length 4-6	Seed length
Satt226	Seed length to width ratio 1-11	Seed length to width ratio
Satt226	Seed oil 43-14	Seed oil
Satt226	Seed protein 36-14	Seed protein
Satt226	Seed protein 36-15	Seed protein
Satt227	Pod maturity 26-1	Pod maturity
Satt227	Seed glycinin 2-4	Seed glycinin
Satt227	Seed glycinin plus beta-conglycinin 1-5	Seed glycinin plus beta-conglycinin
Satt227	Seed linolenic 14-2	Seed linolenic
Satt228	Pod maturity, beginning 1-3	Pod maturity, beginning
Satt228	Pod, beginning 1-3	Pod, beginning
Satt228	Root morphology 1-4	Root morphology
Satt228	Seed calcium 1-1	Seed calcium
Satt229	First flower 13-9	First flower
Satt229	First flower 16-4	First flower
Satt229	First flower 16-4	First flower
Satt229	First flower 20-2	First flower
Satt229	Flower form 1-4	Flower form
Satt229	Flower form 1-4	Flower form
Satt229	Leaflet shape 6-17	Leaflet shape
Satt229	Leaflet shape 7-12	Leaflet shape
Satt229	Leaflet width 6-9	Leaflet width
Satt229	Leaflet width 7-8	Leaflet width
Satt229	mqCanopy wilt-013	Canopy wilt
Satt229	Pod number 10-1	Pod number
Satt229	SCN 29-7	SCN
Satt229	Seed hardness 1-1	Seed hardness
Satt229	Seed isoflavone 6-5	Seed isoflavone
Satt229	Seed number 2-2	Seed number
Satt229	Seed oil 23-5	Seed oil
Satt229	Seed weight 12-3	Seed weight
Satt229	Seed weight 16-2	Seed weight
Satt229:L:93.88	SCN 45-5	SCN
Satt230	Pod maturity 27-7	Pod maturity
Satt230	Pod maturity 29-7	Pod maturity
satt230	Root length, primary 3-4	Root length, primary
Satt231	Leaflet length 7-6	Leaflet length
Satt231	Plant height 13-3	Plant height
Satt231	Plant height 26-10	Plant height
Satt231	Plant height 26-10	Plant height
Satt231	Pod number 1-6	Pod number
Satt231	SCN 25-1	SCN
Satt232	Lodging 9-3	Lodging
satt232	Root density, lateral 2-4	Root density, lateral
Satt232	Shoot weight, dry 2-2	Shoot weight, dry
Satt232	Shoot weight, dry 5-3	Shoot weight, dry
Satt233	Nodule number 3-4	Nodule number
Satt233	Phytoph 6-4	Phytoph
Satt233	Sclero 2-3	Sclero
Satt233	Sclero 9-1	Sclero
Satt233	SCN 37-4	SCN
Satt233	Seed genistein 11-10	Seed genistein
Satt233	Seed genistein 13-3	Seed genistein
Satt233	Seed glycitein 11-1	Seed glycitein
Satt233	Seed linoleic 6-2	Seed linoleic
Satt233	Seed weight 34-1	Seed weight
Satt233	Seed weight 35-1	Seed weight
Satt233	Seed weight 36-1	Seed weight
Satt234	Leaflet chlorophyll 1-3	Leaflet chlorophyll
Satt234	Pod number 1-2	Pod number
Satt234	Seed length 1-4	Seed length
Satt234	Seed length 1-4	Seed length
Satt234	Seed number 6-2	Seed number
Satt234	Seed weight per plant 5-3	Seed weight per plant
Satt235	SCN 39-7	SCN
Satt235	Seed Cys 1-2	Seed Cys
Satt235	Seed Cys 2-1	Seed Cys
Satt235	Seed linolenic 4-2	Seed linolenic
Satt235	Seed linolenic 4-2	Seed linolenic
Satt235	Seed N at R5 1-7	Seed N at R5
Satt235	Seed yield 31-6	Seed yield
Satt236	cqSeed protein-011	Seed protein
Satt236	Leaflet length 7-1	Leaflet length
Satt236	Leaflet shape 7-1	Leaflet shape
Satt236	Leaflet width 9-2	Leaflet width
Satt236	Seed daidzein 7-1	Seed daidzein
Satt236	Seed genistein 7-1	Seed genistein
Satt236	Seed glycitein 6-1	Seed glycitein
Satt236	Seed isoflavone 6-1	Seed isoflavone
Satt236	Seed protein 36-1	Seed protein
Satt236	Seed Trp 1-1	Seed Trp
Satt236	Whitefly resistance 1-5	Whitefly resistance
Satt237	cqSeed phytate-001	Seed phytate
Satt237	Leaflet chlorophyll 1-14	Leaflet chlorophyll
Satt237	Salt tolerance 5-1	Salt tolerance
Satt237	Seed glycitein 4-5	Seed glycitein
Satt237	Seed phytate 2-1	Seed phytate
Satt237	Seed thickness 1-1	Seed thickness
Satt237	Seed width 4-2	Seed width
Satt238	Chlorosis, leaflet UV-B induced 1-5	Chlorosis, leaflet UV-B induced
Satt238	Chlorosis, leaflet UV-B induced 1-7	Chlorosis, leaflet UV-B induced
Satt238	Leaflet length 8-7	Leaflet length
Satt238	Leaflet length 9-8	Leaflet length
Satt238	Leaflet shape 6-14	Leaflet shape
Satt238	Leaflet shape, UV-B induced 1-11	Leaflet shape, UV-B induced
Satt238	Leaflet shape, UV-B induced 10-7	Leaflet shape, UV-B induced
Satt238	Leaflet width 8-8	Leaflet width
Satt238	Petiole color, UV-B induced 1-6	Petiole color, UV-B induced
Satt238	Petiole color, UV-B induced 1-9	Petiole color, UV-B induced
Satt238	Plant damage, UV-B induced 1-5	Plant damage, UV-B induced
Satt238	Plant damage, UV-B induced 1-9	Plant damage, UV-B induced
Satt238	Pod dehiscence 3-7	Pod dehiscence
Satt238	Seed linolenic 8-3	Seed linolenic
Satt239	First flower 25-3	First flower
Satt239	Internode length 2-3	Internode length
Satt239	Internode length 2-5	Internode length
Satt239	Leaflet area 1-3	Leaflet area
Satt239	Necrosis, root Mn induced 1-1	Necrosis, root Mn induced
Satt239	Necrosis, root Mn induced 1-1	Necrosis, root Mn induced
Satt239	Plant height 16-1	Plant height
satt239	Root density, lateral 2-3	Root density, lateral
Satt239	Seed coat hardness 2-4	Seed coat hardness
Satt239	Seed daidzein 11-3	Seed daidzein
Satt239	Seed daidzein 13-9	Seed daidzein
Satt239	Seed glycitein 11-6	Seed glycitein
Satt239	Seed glycitein 13-6	Seed glycitein
Satt239	Seed oil 15-1	Seed oil
Satt239	Seed protein 15-1	Seed protein
Satt239	Seed protein 30-1	Seed protein
Satt239	Seed yield 14-1	Seed yield
satt24	Root length, primary 3-4	Root length, primary
Satt241	Leaflet area 2-3	Leaflet area
Satt241	Net photosyn rate 1-1	Net photosyn rate
Satt241	Plant weight 2-1	Plant weight
Satt241	Root weight 3-1	Root weight
Satt241	Seed genistein 11-7	Seed genistein
Satt241	Seed isoflavone 11-6	Seed isoflavone
Satt241	Seed isoflavone 2-4	Seed isoflavone
Satt241	Seed oil 43-34	Seed oil
Satt241	Seed protein 36-38	Seed protein
Satt241	Seed protein 36-39	Seed protein
Satt241	Seed total isoflavone 9-10	Seed total isoflavone
Satt241	Seed weight 27-2	Seed weight
Satt241	Seeds per plant 1-1	Seeds per plant
Satt241	Shoot weight 3-1	Shoot weight
Satt242	Seed glycitein 13-2	Seed glycitein
Satt242	Seed glycitein 6-4	Seed glycitein
Satt242	Seed protein 36-27	Seed protein
Satt242	Seed protein 36-29	Seed protein
Satt242	Seed protein 40-3	Seed protein
Satt242	Seed protein 41-7	Seed protein
Satt243	First flower 24-4	First flower
Satt243	Leaflet length 7-12	Leaflet length
Satt243	Leaflet shape 6-21	Leaflet shape
Satt243	Leaflet shape 7-16	Leaflet shape
Satt243	Lodging 20-6	Lodging
Satt243	Phomopsis seed decay 3-2	Phomopsis seed decay
Satt243	Phomopsis seed decay 4-2	Phomopsis seed decay
Satt243	Plant height 23-4	Plant height
Satt243	Pod dehiscence 3-8	Pod dehiscence
Satt243	Pod maturity 32-3	Pod maturity
Satt243	Pod maturity 33-3	Pod maturity
Satt243	Pod number 8-3	Pod number
Satt243	Reproductive stage length 8-2	Reproductive stage length
Satt243	Sclero 3-19	Sclero
Satt243	Sclero 5-16	Sclero
Satt243	Sclero 6-13	Sclero
Satt243	Stem weight, dry 1-3	Stem weight, dry
Satt244	BSR 4-1	BSR
Satt244	BSR 6-1	BSR
Satt244	BSR 6-10	BSR
Satt244	BSR 6-2	BSR
Satt244	BSR 6-3	BSR
Satt244	BSR 6-4	BSR
Satt244	BSR 6-5	BSR
Satt244	BSR 6-6	BSR
Satt244	BSR 6-7	BSR
Satt244	BSR 6-8	BSR
Satt244	BSR 6-9	BSR
Satt244	cqSCN-003	SCN
Satt244	Photoperiod insensitivity 5-4	Photoperiod insensitivity
Satt244	Plant height 26-16	Plant height
Satt244	Plant height 26-16	Plant height
Satt244	SCN 28-2	SCN
Satt244	SCN 28-4	SCN
Satt244	SCN 38-3	SCN
Satt244	SCN 38-7	SCN
Satt244	Seed genistein 11-9	Seed genistein
Satt244	Seed genistein 13-2	Seed genistein
Satt244	Seed linolenic 7-7	Seed linolenic
Satt244	Seed set 1-10	Seed set
Satt245	Pubescence density 2-16	Pubescence density
Satt245	Rhizoc root and hypocot rot 1-3a	Rhizoc root and hypocot rot
Satt245	Rhizoc root and hypocot rot 1-3b	Rhizoc root and hypocot rot
Satt245	Seed daidzein 2-4	Seed daidzein
Satt245	Seed isoflavone 1-6	Seed isoflavone
satt245	Seed length 5-3	Seed length
Satt245	Seed oil 42-23	Seed oil
Satt245	Seed yield 22-15	Seed yield
Satt249	Drought index 1-5	Drought index
Satt249	Seed daidzein 2-7	Seed daidzein
Satt249	Seed Glu 1-4	Seed Glu
Satt249	Seed glycinin to beta-conglycinin ratio 1-4	Seed glycinin to beta-conglycinin ratio
Satt249	Seed isoflavone 1-4	Seed isoflavone
Satt249	Seed isoflavone 4-1	Seed isoflavone
Satt249	Seed Phe 1-3	Seed Phe
Satt249	Seed stearic 4-2	Seed stearic
Satt249	Seed stearic 4-2	Seed stearic
Satt250	Pod number 8-2	Pod number
Satt250	SCN 40-4	SCN
Satt250	Seed oil 34-7	Seed oil
Satt250	Stem weight, dry 1-2	Stem weight, dry
Satt251	Branching 3-3	Branching
Satt251	Flower number 1-5	Flower number
Satt251	Lodging 10-1	Lodging
Satt251	Node number 3-6	Node number
Satt251	Nodule number 1-1	Nodule number
Satt251	Nodule weight per plant, dry 1-4	Nodule weight per plant, dry
Satt251	Plant height 24-6	Plant height
Satt251	Plant height 26-6	Plant height
Satt251	Plant height 26-6	Plant height
Satt251	Plant height 26-7	Plant height
Satt251	Plant height 26-7	Plant height
Satt251	Pod number 1-5	Pod number
Satt251	Pod number 3-2	Pod number
Satt251	Pod number 3-2	Pod number
Satt251	Pod wall width 1-5	Pod wall width
Satt251	Pod wall width 1-6	Pod wall width
Satt251	Pod wall width 1-7	Pod wall width
Satt251	Seed oil 24-11	Seed oil
Satt251	Seed protein 16-1	Seed protein
Satt251	Seed protein 37-1	Seed protein
Satt251	Seed yield 22-1	Seed yield
Satt252	Al tolerance 2-1	Al tolerance
Satt252	Flood tolerance 3-2	Flood tolerance
Satt252	Leaflet P 1-1	Leaflet P
Satt252	mqSeed Oil-015	Seed Oil
Satt252	Node number 2-3	Node number
Satt252	Phytoph 1-1	Phytoph
Satt252	Phytoph 2-1	Phytoph
Satt252	Phytoph 3-1	Phytoph
Satt252	Phytoph 4-1	Phytoph
Satt252	Pod wall to Pod weight ratio 1-2	Pod wall to Pod weight ratio
Satt252	Seed Ala 1-4	Seed Ala
Satt252	Seed Cys 1-1	Seed Cys
Satt252	Seed Cys 2-3	Seed Cys
Satt252	Seed Met 1-1	Seed Met
Satt252	Seed Met 2-1	Seed Met
Satt252	Seed Met plus Cys 1-2	Seed Met plus Cys
Satt252	Seed oil 24-4	Seed oil
Satt252	Seed set, 4 per pod 1-5	Seed set, 4 per pod
Satt252	Seed stearic 6-3	Seed stearic
Satt252	Seed Val 1-3	Seed Val
Satt252	Seed weight 37-2	Seed weight
Satt252	Seed weight 46-1	Seed weight
Satt252	Shoot fresh to dry weight ratio 1-3	Shoot fresh to dry weight ratio
Satt253	Pod borer 1-1	Pod borer
Satt253	Pod borer 1-2	Pod borer
Satt253	Seed genistein 11-5	Seed genistein
Satt253	Seed glycitein 13-9	Seed glycitein
Satt253	Seed isoflavone 11-8	Seed isoflavone
Satt253	Seed total isoflavone 9-4	Seed total isoflavone
Satt253	Seed total isoflavone 9-5	Seed total isoflavone
Satt253	Seed weight 35-4	Seed weight
Satt253	Shoot weight, dry 3-2	Shoot weight, dry
Satt254	mqSeed Oil-009	Seed Oil
Satt254	Seed hardness 2-1	Seed hardness
Satt254	Seed oil 24-19	Seed oil
Satt255	Leaflet chlorophyll 1-14	Leaflet chlorophyll
Satt255	Salt tolerance 5-1	Salt tolerance
Satt255	Seed conglycinin, beta 1-1	Seed conglycinin, beta
Satt255	Seed Leu 1-7	Seed Leu
Satt255	Seed linolenic 14-1	Seed linolenic
Satt255	Seed thickness 1-1	Seed thickness
Satt255	Seed width 4-2	Seed width
Satt256	Pod number 11-1	Pod number
Satt256	Sclero 2-10	Sclero
Satt256	Sclero 3-7	Sclero
Satt256	Sclero 6-4	Sclero
Satt256	Seed daidzein 13-6	Seed daidzein
Satt256	Seed isoflavone 11-12	Seed isoflavone
Satt256	Seed isoflavone 4-4	Seed isoflavone
Satt256	Seed length to width ratio 1-13	Seed length to width ratio
Satt256	Seed protein 39-3	Seed protein
Satt256	Seed Thr 3-3	Seed Thr
Satt256	Seed weight 47-2	Seed weight
Satt256	Somatic emb per explant 3-3	Somatic emb per explant
Satt257	Lodging 21-5	Lodging
Satt257	mqSeed Oil-025	Seed Oil
Satt257	Plant height 33-1	Plant height
Satt257	Plant height 34-1	Plant height
Satt257	Pod maturity 27-6	Pod maturity
Satt257	Pod maturity 29-6	Pod maturity
Satt257	Seed oil 24-34	Seed oil
Satt257	Seed oil 28-2	Seed oil
Satt257	Seed protein 27-4	Seed protein
Satt257	Seed yield 27-4	Seed yield
