#ID	pathway	protein
6882593	lysine biosynthesis I	MTR_4g103920
6882593	lysine biosynthesis I	MTR_6g022630
6882593	lysine biosynthesis I	MTR_8g083210
6882593	lysine biosynthesis I	MTR_1g012540
6882593	lysine biosynthesis I	MTR_1g088775
6882593	lysine biosynthesis I	MTR_5g022700
6882593	lysine biosynthesis I	MTR_3g085850
6882588	canavanine biosynthesis	MTR_5g042880
6882588	canavanine biosynthesis	MTR_3g100220
6882588	canavanine biosynthesis	MTR_4g096900
6882588	canavanine biosynthesis	MTR_3g112050
6882588	canavanine biosynthesis	MTR_5g093570
6882588	canavanine biosynthesis	MTR_3g088970
6882588	canavanine biosynthesis	MTR_4g103680
6882588	canavanine biosynthesis	MTR_1g022420
6882588	canavanine biosynthesis	MTR_3g088940
6882686	Abscisic acid (ABA) mediated signaling	MTR_5g030500
6882686	Abscisic acid (ABA) mediated signaling	MTR_8g079560
6882686	Abscisic acid (ABA) mediated signaling	MTR_8g027805
6882686	Abscisic acid (ABA) mediated signaling	MTR_5g083270
6882686	Abscisic acid (ABA) mediated signaling	MTR_3g068200
6882686	Abscisic acid (ABA) mediated signaling	MTR_4g101880
6882686	Abscisic acid (ABA) mediated signaling	MTR_4g014460
6882686	Abscisic acid (ABA) mediated signaling	MTR_1g016480
6882686	Abscisic acid (ABA) mediated signaling	MTR_3g071740
6882686	Abscisic acid (ABA) mediated signaling	MTR_5g080680
6882686	Abscisic acid (ABA) mediated signaling	MTR_1g028380
6882686	Abscisic acid (ABA) mediated signaling	MTR_2g019530
6882686	Abscisic acid (ABA) mediated signaling	MTR_3g090980
6882686	Abscisic acid (ABA) mediated signaling	MTR_5g099240
6882686	Abscisic acid (ABA) mediated signaling	MTR_8g446430
6882686	Abscisic acid (ABA) mediated signaling	MTR_4g085910
6882686	Abscisic acid (ABA) mediated signaling	MTR_5g018050
6882686	Abscisic acid (ABA) mediated signaling	MTR_7g070050
6882612	glutathione biosynthesis	MTR_5g010230
6882612	glutathione biosynthesis	MTR_5g010250
6882612	glutathione biosynthesis	MTR_7g113890
6882612	glutathione biosynthesis	MTR_7g113880
6882612	glutathione biosynthesis	MTR_8g098350
6882612	glutathione biosynthesis	MTR_5g010210
6882632	linear furanocoumarin biosynthesis	MTR_4g094100
6882632	linear furanocoumarin biosynthesis	MTR_7g073970
6882632	linear furanocoumarin biosynthesis	MTR_3g111660
6882632	linear furanocoumarin biosynthesis	MTR_1g054715
6882604	proline biosynthesis V (from arginine)	MTR_3g112050
6882604	proline biosynthesis V (from arginine)	MTR_7g090160
6882604	proline biosynthesis V (from arginine)	MTR_1g022420
6882551	gamma-glutamyl cycle	MTR_5g010230
6882551	gamma-glutamyl cycle	MTR_5g010250
6882551	gamma-glutamyl cycle	MTR_7g113890
6882551	gamma-glutamyl cycle	MTR_7g113880
6882551	gamma-glutamyl cycle	MTR_8g098350
6882551	gamma-glutamyl cycle	MTR_4g093870
6882551	gamma-glutamyl cycle	MTR_5g010210
6882692	Strigolactone Biosynthesis	MTR_7g045370
6882692	Strigolactone Biosynthesis	MTR_7g063800
6882692	Strigolactone Biosynthesis	MTR_1g015860
6882692	Strigolactone Biosynthesis	MTR_3g109610
6882692	Strigolactone Biosynthesis	MTR_3g104560
6882525	Cytosolic glycolysis	MTR_5g069050
6882525	Cytosolic glycolysis	MTR_5g065880
6882525	Cytosolic glycolysis	MTR_5g069055
6882525	Cytosolic glycolysis	MTR_4g103920
6882525	Cytosolic glycolysis	MTR_6g022630
6882525	Cytosolic glycolysis	MTR_2g066120
6882525	Cytosolic glycolysis	MTR_1242s0010
6882525	Cytosolic glycolysis	MTR_2g066130
6882525	Cytosolic glycolysis	MTR_6g009330
6882525	Cytosolic glycolysis	MTR_1g061050
6882525	Cytosolic glycolysis	MTR_3g085850
6882592	starch biosynthesis	MTR_1g102010
6882592	starch biosynthesis	MTR_5g065880
6882592	starch biosynthesis	MTR_4g070430
6882592	starch biosynthesis	MTR_4g131760
6882592	starch biosynthesis	MTR_3g091570
6882592	starch biosynthesis	MTR_3g116860
6882592	starch biosynthesis	MTR_1g094980
6882592	starch biosynthesis	MTR_3g082150
6882592	starch biosynthesis	MTR_2g023320
6882592	starch biosynthesis	MTR_3g053220
6882592	starch biosynthesis	MTR_4g084270
6882592	starch biosynthesis	MTR_8g104540
6882592	starch biosynthesis	MTR_5g097010
6882592	starch biosynthesis	MTR_4g094595
6882592	starch biosynthesis	MTR_7g111020
6882592	starch biosynthesis	MTR_6g012380
6882592	starch biosynthesis	MTR_6g009330
6882592	starch biosynthesis	MTR_3g112070
6882556	cholesterol biosynthesis I	MTR_6g039970
6882556	cholesterol biosynthesis I	MTR_8g063210
6882556	cholesterol biosynthesis I	MTR_5g035190
6882556	cholesterol biosynthesis I	MTR_4g071520
6882556	cholesterol biosynthesis I	MTR_6g084920
6882678	cyanate degradation	MTR_1g041795
6882678	cyanate degradation	MTR_1g059900
6882678	cyanate degradation	MTR_7g102960
6882678	cyanate degradation	MTR_2g009500
6882678	cyanate degradation	MTR_1g059960
6882678	cyanate degradation	MTR_1g062860
6882678	cyanate degradation	MTR_6g006990
6882678	cyanate degradation	MTR_1g059940
6882678	cyanate degradation	MTR_3g077940
6882678	cyanate degradation	MTR_1g062880
6882678	cyanate degradation	MTR_8g064630
6882678	cyanate degradation	MTR_5g034250
6882678	cyanate degradation	MTR_0219s0070
6882678	cyanate degradation	MTR_5g066060
6882678	cyanate degradation	MTR_3g077910
6882678	cyanate degradation	MTR_7g090950
6882690	Calvin cycle	MTR_7g007120
6882690	Calvin cycle	MTR_7g103020
6882690	Calvin cycle	MTR_7g007200
6882690	Calvin cycle	MTR_7g007220
6882690	Calvin cycle	MTR_1g061050
6882690	Calvin cycle	MTR_6g018300
6882690	Calvin cycle	MTR_7g084800
6882690	Calvin cycle	MTR_2g066120
6882690	Calvin cycle	MTR_5g059410
6882690	Calvin cycle	MTR_3g070100
6882690	Calvin cycle	MTR_4g093620
6882690	Calvin cycle	MTR_7g066120
6882690	Calvin cycle	MTR_7g007230
6882690	Calvin cycle	MTR_7g114900
6882690	Calvin cycle	MTR_5g069050
6882690	Calvin cycle	MTR_2g096940
6882690	Calvin cycle	MTR_5g069055
6882690	Calvin cycle	MTR_7g029630
6882690	Calvin cycle	MTR_4g108800
6882690	Calvin cycle	MTR_7g007210
6882690	Calvin cycle	MTR_1242s0010
6882690	Calvin cycle	MTR_1g109200
6882690	Calvin cycle	MTR_5g096670
6882690	Calvin cycle	MTR_3g449340
6882690	Calvin cycle	MTR_4g024630
6882690	Calvin cycle	MTR_2g066130
6882690	Calvin cycle	MTR_2g066110
6882690	Calvin cycle	MTR_1g108440
6882690	Calvin cycle	MTR_2g032540
6882690	Calvin cycle	MTR_6g018310
6882690	Calvin cycle	MTR_5g027530
6882690	Calvin cycle	MTR_1g116120
6882609	pantothenate biosynthesis III	MTR_7g058920
6882597	phytocassane biosynthesis	MTR_3g058160
6882597	phytocassane biosynthesis	MTR_2g064295
6882698	Strigolactone signaling	MTR_3g062450
6882698	Strigolactone signaling	MTR_1g018320
6882698	Strigolactone signaling	MTR_4g095310
6882698	Strigolactone signaling	MTR_7g112460
6882698	Strigolactone signaling	MTR_1g083700
6882698	Strigolactone signaling	MTR_7g116940
6882698	Strigolactone signaling	MTR_5g016150
6882698	Strigolactone signaling	MTR_4g080020
6882698	Strigolactone signaling	MTR_2g104140
6882698	Strigolactone signaling	MTR_1g021150
6882698	Strigolactone signaling	MTR_5g075580
6882698	Strigolactone signaling	MTR_4g009840
6882698	Strigolactone signaling	MTR_4g120900
6882535	IAA biosynthesis I	MTR_1750s0010
6882535	IAA biosynthesis I	MTR_2g029450
6882535	IAA biosynthesis I	MTR_4g104610
6882535	IAA biosynthesis I	MTR_4g089025
6882535	IAA biosynthesis I	MTR_2g029430
6882535	IAA biosynthesis I	MTR_2g015560
6882535	IAA biosynthesis I	MTR_1g008380
6882535	IAA biosynthesis I	MTR_8g073960
6882535	IAA biosynthesis I	MTR_4g117670
6882535	IAA biosynthesis I	MTR_4g052390
6882535	IAA biosynthesis I	MTR_3g467200
6882535	IAA biosynthesis I	MTR_7g098700
6882535	IAA biosynthesis I	MTR_8g076390
6882535	IAA biosynthesis I	MTR_4g104570
6882535	IAA biosynthesis I	MTR_1g104590
6882535	IAA biosynthesis I	MTR_4g089020
6882535	IAA biosynthesis I	MTR_5g033510
6882535	IAA biosynthesis I	MTR_4g117610
6882535	IAA biosynthesis I	MTR_2g009330
6882535	IAA biosynthesis I	MTR_3g109520
6882535	IAA biosynthesis I	MTR_1g011630
6882535	IAA biosynthesis I	MTR_4g104540
6882535	IAA biosynthesis I	MTR_8g028060
6882535	IAA biosynthesis I	MTR_4g117660
6882535	IAA biosynthesis I	MTR_3g467220
6882535	IAA biosynthesis I	MTR_7g069500
6882535	IAA biosynthesis I	MTR_7g098730
6882535	IAA biosynthesis I	MTR_5g033520
6882535	IAA biosynthesis I	MTR_4g017200
6882535	IAA biosynthesis I	MTR_4g052380
6882535	IAA biosynthesis I	MTR_8g076372
6882535	IAA biosynthesis I	MTR_6g086870
6882535	IAA biosynthesis I	MTR_4g045887
6882535	IAA biosynthesis I	MTR_4g089030
6882535	IAA biosynthesis I	MTR_4g104550
6882535	IAA biosynthesis I	MTR_4g089055
6882535	IAA biosynthesis I	MTR_5g046610
6882535	IAA biosynthesis I	MTR_8g073950
6882535	IAA biosynthesis I	MTR_3g467290
6882535	IAA biosynthesis I	MTR_3g465300
6882535	IAA biosynthesis I	MTR_0022s0290
6882535	IAA biosynthesis I	MTR_7g069540
6882671	glycine biosynthesis I	MTR_2g006570
6882671	glycine biosynthesis I	MTR_5g030950
6882671	glycine biosynthesis I	MTR_8g081510
6882671	glycine biosynthesis I	MTR_3g084310
6882671	glycine biosynthesis I	MTR_3g073470
6882671	glycine biosynthesis I	MTR_6g033290
6882559	GA12 biosynthesis	MTR_2g105360
6882559	GA12 biosynthesis	MTR_2g031930
6882559	GA12 biosynthesis	MTR_2g031920
6882610	proline biosynthesis I	MTR_4g020110
6882610	proline biosynthesis I	MTR_7g090160
6882610	proline biosynthesis I	MTR_3g069080
6882610	proline biosynthesis I	MTR_7g063650
6882697	Brassinosteroid signaling	MTR_5g037200
6882697	Brassinosteroid signaling	MTR_2g087530
6882697	Brassinosteroid signaling	MTR_2g104140
6882697	Brassinosteroid signaling	MTR_3g014060
6882697	Brassinosteroid signaling	MTR_3g111680
6882697	Brassinosteroid signaling	MTR_5g064580
6882697	Brassinosteroid signaling	MTR_8g015880
6882697	Brassinosteroid signaling	MTR_3g100620
6882697	Brassinosteroid signaling	MTR_4g009840
6882697	Brassinosteroid signaling	MTR_2g076960
6882697	Brassinosteroid signaling	MTR_2g091225
6882697	Brassinosteroid signaling	MTR_7g112460
6882697	Brassinosteroid signaling	MTR_5g019550
6882697	Brassinosteroid signaling	MTR_7g107310
6882697	Brassinosteroid signaling	MTR_2g075410
6882697	Brassinosteroid signaling	MTR_4g078160
6882697	Brassinosteroid signaling	MTR_8g085610
6882697	Brassinosteroid signaling	MTR_1g040810
6882697	Brassinosteroid signaling	MTR_1g089370
6882697	Brassinosteroid signaling	MTR_1g021990
6882697	Brassinosteroid signaling	MTR_2g075400
6882697	Brassinosteroid signaling	MTR_1g083700
6882697	Brassinosteroid signaling	MTR_4g050540
6882697	Brassinosteroid signaling	MTR_8g062430
6882697	Brassinosteroid signaling	MTR_3g099380
6882697	Brassinosteroid signaling	MTR_2g100370
6882697	Brassinosteroid signaling	MTR_0137s0020
6882697	Brassinosteroid signaling	MTR_4g120900
6882639	asparagine biosynthesis I	MTR_3g110065
6882639	asparagine biosynthesis I	MTR_8g091280
6882639	asparagine biosynthesis I	MTR_4g080130
6882639	asparagine biosynthesis I	MTR_4g080140
6882639	asparagine biosynthesis I	MTR_7g106830
6882639	asparagine biosynthesis I	MTR_1g013050
6882639	asparagine biosynthesis I	MTR_3g087220
6882580	brassinosteroid biosynthesis II	MTR_3g070380
6882580	brassinosteroid biosynthesis II	MTR_8g077810
6882580	brassinosteroid biosynthesis II	MTR_5g082520
6882580	brassinosteroid biosynthesis II	MTR_4g064025
6882580	brassinosteroid biosynthesis II	MTR_8g016180
6882580	brassinosteroid biosynthesis II	MTR_6g043740
6882580	brassinosteroid biosynthesis II	MTR_7g066760
6882580	brassinosteroid biosynthesis II	MTR_5g020020
6882580	brassinosteroid biosynthesis II	MTR_5g087590
6882580	brassinosteroid biosynthesis II	MTR_4g072070
6882580	brassinosteroid biosynthesis II	MTR_6g037340
6882603	citrulline biosynthesis	MTR_4g020110
6882603	citrulline biosynthesis	MTR_6g016640
6882603	citrulline biosynthesis	MTR_7g020820
6882603	citrulline biosynthesis	MTR_3g112050
6882603	citrulline biosynthesis	MTR_4g103830
6882603	citrulline biosynthesis	MTR_3g069080
6882603	citrulline biosynthesis	MTR_4g024940
6882603	citrulline biosynthesis	MTR_3g095490
6882603	citrulline biosynthesis	MTR_3g087220
6882603	citrulline biosynthesis	MTR_1g022420
6882603	citrulline biosynthesis	MTR_6g016635
6882603	citrulline biosynthesis	MTR_7g063650
6882603	citrulline biosynthesis	MTR_6g016650
6882579	chorismate biosynthesis	MTR_2g009080
6882579	chorismate biosynthesis	MTR_5g013690
6882579	chorismate biosynthesis	MTR_5g022580
6882579	chorismate biosynthesis	MTR_5g029550
6882579	chorismate biosynthesis	MTR_4g024620
6882579	chorismate biosynthesis	MTR_4g099060
6882579	chorismate biosynthesis	MTR_4g090620
6882579	chorismate biosynthesis	MTR_1g095250
6882579	chorismate biosynthesis	MTR_6g033510
6882579	chorismate biosynthesis	MTR_5g064500
6882636	aspartate biosynthesis I	MTR_3g110065
6882636	aspartate biosynthesis I	MTR_8g091280
6882636	aspartate biosynthesis I	MTR_4g080130
6882636	aspartate biosynthesis I	MTR_4g080140
6882636	aspartate biosynthesis I	MTR_7g106830
6882636	aspartate biosynthesis I	MTR_1g013050
6882634	ethylene biosynthesis from methionine	MTR_7g110310
6882634	ethylene biosynthesis from methionine	MTR_8g098930
6882634	ethylene biosynthesis from methionine	MTR_7g079080
6882634	ethylene biosynthesis from methionine	MTR_8g028600
6882634	ethylene biosynthesis from methionine	MTR_2g025120
6882634	ethylene biosynthesis from methionine	MTR_3g103550
6882634	ethylene biosynthesis from methionine	MTR_4g132770
6882634	ethylene biosynthesis from methionine	MTR_4g097540
6882634	ethylene biosynthesis from methionine	MTR_6g091760
6882634	ethylene biosynthesis from methionine	MTR_5g085330
6882634	ethylene biosynthesis from methionine	MTR_3g083370
6882634	ethylene biosynthesis from methionine	MTR_8g101820
6882634	ethylene biosynthesis from methionine	MTR_8g101750
6882634	ethylene biosynthesis from methionine	MTR_5g015020
6882565	vitamin E biosynthesis	MTR_5g090990
6882565	vitamin E biosynthesis	MTR_1g014690
6882565	vitamin E biosynthesis	MTR_1g076570
6882565	vitamin E biosynthesis	MTR_4g127800
6882565	vitamin E biosynthesis	MTR_5g091060
6882565	vitamin E biosynthesis	MTR_5g090980
6882565	vitamin E biosynthesis	MTR_1g071110
6882565	vitamin E biosynthesis	MTR_3g110160
6882565	vitamin E biosynthesis	MTR_1g022325
6882564	hydroxycinnamic acid serotonin amides biosynthesis	MTR_2g029450
6882564	hydroxycinnamic acid serotonin amides biosynthesis	MTR_8g028060
6882564	hydroxycinnamic acid serotonin amides biosynthesis	MTR_1g049370
6882564	hydroxycinnamic acid serotonin amides biosynthesis	MTR_2g029430
6882564	hydroxycinnamic acid serotonin amides biosynthesis	MTR_7g098730
6882564	hydroxycinnamic acid serotonin amides biosynthesis	MTR_7g098700
6882663	medicarpin biosynthesis	MTR_5g020740
6882663	medicarpin biosynthesis	MTR_5g020760
6882663	medicarpin biosynthesis	MTR_5g020800
6882651	flavin biosynthesis	MTR_4g094700
6882651	flavin biosynthesis	MTR_4g119220
6882651	flavin biosynthesis	MTR_1g114560
6882651	flavin biosynthesis	MTR_4g091060
6882633	spermine biosynthesis	MTR_7g018310
6882633	spermine biosynthesis	MTR_0076s0020
6882633	spermine biosynthesis	MTR_7g018290
6882633	spermine biosynthesis	MTR_8g063940
6882633	spermine biosynthesis	MTR_7g018320
6882633	spermine biosynthesis	MTR_5g034470
6882633	spermine biosynthesis	MTR_0003s0660
6882633	spermine biosynthesis	MTR_1g028360
6882633	spermine biosynthesis	MTR_8g069905
6882633	spermine biosynthesis	MTR_3g078190
6882633	spermine biosynthesis	MTR_3g091090
6882674	chlorophyll a biosynthesis I	MTR_7g069210
6882687	chlorophyll cycle	MTR_7g069210
6882673	trehalose biosynthesis I	MTR_1g032730
6882673	trehalose biosynthesis I	MTR_8g105740
6882673	trehalose biosynthesis I	MTR_3g008500
6882673	trehalose biosynthesis I	MTR_4g101600
6882673	trehalose biosynthesis I	MTR_4g036090
6882673	trehalose biosynthesis I	MTR_4g036685
6882673	trehalose biosynthesis I	MTR_8g087910
6882638	asparagine biosynthesis III	MTR_3g087220
6882626	IAA biosynthesis VI (via indole-3-acetamide)	MTR_1g082750
6882584	tetrahydrofolate biosynthesis I	MTR_2g088720
6882584	tetrahydrofolate biosynthesis I	MTR_5g044980
6882584	tetrahydrofolate biosynthesis I	MTR_7g106600
6882584	tetrahydrofolate biosynthesis I	MTR_7g106580
6882584	tetrahydrofolate biosynthesis I	MTR_1g007170
6882584	tetrahydrofolate biosynthesis I	MTR_1g108690
6882584	tetrahydrofolate biosynthesis I	MTR_3g117080
6882584	tetrahydrofolate biosynthesis I	MTR_6g015630
6882584	tetrahydrofolate biosynthesis I	MTR_4g070670
6882614	fructan biosynthesis	MTR_4g101630
6882614	fructan biosynthesis	MTR_3g008530
6882607	geranylgeranyldiphosphate biosynthesis II (plastidic)	MTR_4g095055
6882607	geranylgeranyldiphosphate biosynthesis II (plastidic)	MTR_5g019460
6882607	geranylgeranyldiphosphate biosynthesis II (plastidic)	MTR_2g098650
6882607	geranylgeranyldiphosphate biosynthesis II (plastidic)	MTR_2g027300
6882607	geranylgeranyldiphosphate biosynthesis II (plastidic)	MTR_8g078070
6882607	geranylgeranyldiphosphate biosynthesis II (plastidic)	MTR_6g007165
6882571	UDP-N-acetylgalactosamine biosynthesis	MTR_5g013970
6882571	UDP-N-acetylgalactosamine biosynthesis	MTR_7g104610
6882571	UDP-N-acetylgalactosamine biosynthesis	MTR_7g080270
6882571	UDP-N-acetylgalactosamine biosynthesis	MTR_4g094668
6882629	cysteine biosynthesis I	MTR_1g103690
6882629	cysteine biosynthesis I	MTR_8g028040
6882629	cysteine biosynthesis I	MTR_4g087490
6882629	cysteine biosynthesis I	MTR_4g087510
6882629	cysteine biosynthesis I	MTR_5g023760
6882629	cysteine biosynthesis I	MTR_1g081610
6882629	cysteine biosynthesis I	MTR_5g006340
6882629	cysteine biosynthesis I	MTR_4g087520
6882595	homoserine biosynthesis	MTR_6g033260
6882595	homoserine biosynthesis	MTR_8g105860
6882595	homoserine biosynthesis	MTR_3g084500
6882595	homoserine biosynthesis	MTR_3g079330
6882595	homoserine biosynthesis	MTR_8g083210
6882595	homoserine biosynthesis	MTR_1g012540
6882595	homoserine biosynthesis	MTR_7g083920
6882630	methionine biosynthesis II	MTR_8g061360
6882630	methionine biosynthesis II	MTR_2g090615
6882630	methionine biosynthesis II	MTR_1g103290
6882630	methionine biosynthesis II	MTR_3g079640
6882630	methionine biosynthesis II	MTR_6g027920
6882630	methionine biosynthesis II	MTR_1g064320
6882630	methionine biosynthesis II	MTR_7g086300
6882630	methionine biosynthesis II	MTR_7g095280
6882630	methionine biosynthesis II	MTR_5g099180
6882630	methionine biosynthesis II	MTR_5g056640
6882613	wighteone and luteone biosynthesis	MTR_2g027300
6882684	Plastid glycolysis	MTR_7g084800
6882684	Plastid glycolysis	MTR_7g103020
6882684	Plastid glycolysis	MTR_3g115920
6882601	methylerythritol phosphate pathway	MTR_4g134540
6882601	methylerythritol phosphate pathway	MTR_3g437340
6882601	methylerythritol phosphate pathway	MTR_4g095270
6882601	methylerythritol phosphate pathway	MTR_5g016260
6882601	methylerythritol phosphate pathway	MTR_7g080060
6882601	methylerythritol phosphate pathway	MTR_4g106870
6882601	methylerythritol phosphate pathway	MTR_2g094160
6882601	methylerythritol phosphate pathway	MTR_8g068300
6882601	methylerythritol phosphate pathway	MTR_2g020590
6882601	methylerythritol phosphate pathway	MTR_8g012565
6882601	methylerythritol phosphate pathway	MTR_4g069030
6882601	methylerythritol phosphate pathway	MTR_4g069070
6882601	methylerythritol phosphate pathway	MTR_8g068265
6882601	methylerythritol phosphate pathway	MTR_4g118640
6882601	methylerythritol phosphate pathway	MTR_5g010010
6882645	acyl-CoA synthetase pathway	MTR_1g030290
6882645	acyl-CoA synthetase pathway	MTR_3g087980
6882645	acyl-CoA synthetase pathway	MTR_3g082660
6882689	tetrapyrrole biosynthesis I	MTR_3g101350
6882689	tetrapyrrole biosynthesis I	MTR_3g088610
6882689	tetrapyrrole biosynthesis I	MTR_4g076600
6882689	tetrapyrrole biosynthesis I	MTR_3g118070
6882622	putrescine biosynthesis II	MTR_2g086600
6882622	putrescine biosynthesis II	MTR_4g110140
6882622	putrescine biosynthesis II	MTR_4g112810
6882622	putrescine biosynthesis II	MTR_4g072020
6882602	momilactone biosynthesis	MTR_3g058240
6882602	momilactone biosynthesis	MTR_1g035190
6882602	momilactone biosynthesis	MTR_5g094570
6882602	momilactone biosynthesis	MTR_3g058380
6882602	momilactone biosynthesis	MTR_4g133750
6882602	momilactone biosynthesis	MTR_3g058110
6882602	momilactone biosynthesis	MTR_0059s0170
6882602	momilactone biosynthesis	MTR_3g058160
6882602	momilactone biosynthesis	MTR_5g094560
6882602	momilactone biosynthesis	MTR_5g073230
6882602	momilactone biosynthesis	MTR_5g094840
6882602	momilactone biosynthesis	MTR_3g057860
6882602	momilactone biosynthesis	MTR_5g094460
6882602	momilactone biosynthesis	MTR_1g442730
6882602	momilactone biosynthesis	MTR_3g058400
6882602	momilactone biosynthesis	MTR_3g057980
6882602	momilactone biosynthesis	MTR_3g058060
6882602	momilactone biosynthesis	MTR_7g011663
6882602	momilactone biosynthesis	MTR_5g094520
6882602	momilactone biosynthesis	MTR_3g058210
6882602	momilactone biosynthesis	MTR_4g048580
6882602	momilactone biosynthesis	MTR_5g019010
6882602	momilactone biosynthesis	MTR_3g058250
6882602	momilactone biosynthesis	MTR_2g010530
6882602	momilactone biosynthesis	MTR_6g034965
6882602	momilactone biosynthesis	MTR_6g035115
6882602	momilactone biosynthesis	MTR_4g133760
6882602	momilactone biosynthesis	MTR_3g057910
6882602	momilactone biosynthesis	MTR_7g094970
6882602	momilactone biosynthesis	MTR_5g095290
6882602	momilactone biosynthesis	MTR_5g018990
6882602	momilactone biosynthesis	MTR_5g094550
6882602	momilactone biosynthesis	MTR_5g094540
6882602	momilactone biosynthesis	MTR_5g094660
6882602	momilactone biosynthesis	MTR_8g466180
6882602	momilactone biosynthesis	MTR_3g057900
6882602	momilactone biosynthesis	MTR_5g095220
6882602	momilactone biosynthesis	MTR_3g057970
6882602	momilactone biosynthesis	MTR_3g058000
6882602	momilactone biosynthesis	MTR_2g064295
6882602	momilactone biosynthesis	MTR_0554s0020
6882602	momilactone biosynthesis	MTR_5g095260
6882602	momilactone biosynthesis	MTR_5g018980
6882602	momilactone biosynthesis	MTR_5g073320
6882602	momilactone biosynthesis	MTR_1g035140
6882602	momilactone biosynthesis	MTR_3g058230
6882602	momilactone biosynthesis	MTR_6g462640
6882602	momilactone biosynthesis	MTR_5g073250
6882602	momilactone biosynthesis	MTR_7g011770
6882602	momilactone biosynthesis	MTR_3g058390
6882602	momilactone biosynthesis	MTR_3g057800
6882602	momilactone biosynthesis	MTR_3g058220
6882602	momilactone biosynthesis	MTR_6g035100
6882531	folate polyglutamylation I	MTR_2g006570
6882531	folate polyglutamylation I	MTR_3g069180
6882531	folate polyglutamylation I	MTR_5g030950
6882531	folate polyglutamylation I	MTR_8g081510
6882531	folate polyglutamylation I	MTR_5g059390
6882531	folate polyglutamylation I	MTR_3g084310
6882531	folate polyglutamylation I	MTR_3g073470
6882531	folate polyglutamylation I	MTR_8g098345
6882531	folate polyglutamylation I	MTR_5g081250
6882531	folate polyglutamylation I	MTR_1g116140
6882531	folate polyglutamylation I	MTR_3g069160
6882531	folate polyglutamylation I	MTR_6g033290
6882560	abscisic acid biosynthesis	MTR_8g037315
6882560	abscisic acid biosynthesis	MTR_8g037310
6882560	abscisic acid biosynthesis	MTR_8g037275
6882560	abscisic acid biosynthesis	MTR_3g020670
6882560	abscisic acid biosynthesis	MTR_2g070460
6882560	abscisic acid biosynthesis	MTR_8g037290
6882679	gentiodelphin biosynthesis	MTR_3g084520
6882679	gentiodelphin biosynthesis	MTR_3g084530
6882679	gentiodelphin biosynthesis	MTR_8g083290
6882679	gentiodelphin biosynthesis	MTR_8g083280
6882679	gentiodelphin biosynthesis	MTR_3g084540
6882548	arginine biosynthesis I	MTR_4g096900
6882548	arginine biosynthesis I	MTR_5g093570
6882548	arginine biosynthesis I	MTR_7g451450
6882548	arginine biosynthesis I	MTR_5g014410
6882548	arginine biosynthesis I	MTR_4g103680
6882548	arginine biosynthesis I	MTR_3g108460
6882548	arginine biosynthesis I	MTR_5g042880
6882548	arginine biosynthesis I	MTR_3g100220
6882548	arginine biosynthesis I	MTR_1g012540
6882548	arginine biosynthesis I	MTR_3g112050
6882548	arginine biosynthesis I	MTR_3g088970
6882548	arginine biosynthesis I	MTR_1g022420
6882548	arginine biosynthesis I	MTR_3g088940
6882570	folate polyglutamylation II	MTR_2g075770
6882570	folate polyglutamylation II	MTR_2g075760
6882570	folate polyglutamylation II	MTR_3g069180
6882570	folate polyglutamylation II	MTR_5g081250
6882570	folate polyglutamylation II	MTR_2g075780
6882570	folate polyglutamylation II	MTR_3g069160
6882570	folate polyglutamylation II	MTR_2g075790
6882608	pantothenate and coenzyme A biosynthesis III	MTR_7g075750
6882608	pantothenate and coenzyme A biosynthesis III	MTR_7g058920
6882608	pantothenate and coenzyme A biosynthesis III	MTR_1g076730
6882608	pantothenate and coenzyme A biosynthesis III	MTR_4g103620
6882608	pantothenate and coenzyme A biosynthesis III	MTR_7g075710
6882608	pantothenate and coenzyme A biosynthesis III	MTR_7g076045
6882608	pantothenate and coenzyme A biosynthesis III	MTR_8g035610
6882608	pantothenate and coenzyme A biosynthesis III	MTR_1g076720
6882608	pantothenate and coenzyme A biosynthesis III	MTR_6g060550
6882608	pantothenate and coenzyme A biosynthesis III	MTR_7g075760
6882608	pantothenate and coenzyme A biosynthesis III	MTR_7g076050
6882608	pantothenate and coenzyme A biosynthesis III	MTR_7g076070
6882695	lysine biosynthesis VI	MTR_1g101400
6882695	lysine biosynthesis VI	MTR_6g033260
6882695	lysine biosynthesis VI	MTR_8g105860
6882695	lysine biosynthesis VI	MTR_3g084500
6882695	lysine biosynthesis VI	MTR_8g083210
6882695	lysine biosynthesis VI	MTR_1g088775
6882695	lysine biosynthesis VI	MTR_7g083920
6882695	lysine biosynthesis VI	MTR_8g028145
6882695	lysine biosynthesis VI	MTR_5g022700
6882695	lysine biosynthesis VI	MTR_7g075090
6882695	lysine biosynthesis VI	MTR_4g092620
6882558	mevalonate pathway	MTR_5g026430
6882558	mevalonate pathway	MTR_5g026480
6882558	mevalonate pathway	MTR_1g112230
6882558	mevalonate pathway	MTR_5g091050
6882558	mevalonate pathway	MTR_5g098310
6882558	mevalonate pathway	MTR_0449s0040
6882558	mevalonate pathway	MTR_7g080060
6882558	mevalonate pathway	MTR_5g011040
6882558	mevalonate pathway	MTR_5g026450
6882558	mevalonate pathway	MTR_5g026460
6882558	mevalonate pathway	MTR_8g072640
6882558	mevalonate pathway	MTR_7g113660
6882558	mevalonate pathway	MTR_5g026500
6882558	mevalonate pathway	MTR_5g024880
